263,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-04-09 01:13:00,2
2019-04-09 01:14:00,4
2019-04-09 01:15:00,4
2019-04-09 01:16:00,1
2019-04-09 01:17:00,3
2019-04-09 01:28:00,1
2019-04-09 01:29:00,1
2019-04-09 01:30:00,1
2019-04-09 01:31:00,2
2019-04-09 03:08:00,2
2019-04-09 03:09:00,1
2019-04-09 03:16:00,5
2019-04-09 03:17:00,3
2019-04-09 03:18:00,2
2019-04-09 03:19:00,5
2019-04-09 03:20:00,4
2019-04-09 03:21:00,1
2019-04-09 03:24:00,2
2019-04-09 03:31:00,1
2019-04-09 03:32:00,3
2019-04-09 03:33:00,1
2019-04-09 03:34:00,2
2019-04-09 03:43:00,2
2019-04-09 04:23:00,1
2019-04-09 05:26:00,2
2019-04-09 05:27:00,2
2019-04-09 06:02:00,1
2019-04-09 06:03:00,4
2019-04-09 06:04:00,3
2019-04-09 06:05:00,2
2019-04-09 06:06:00,1
2019-04-09 06:12:00,1
2019-04-09 06:13:00,1
2019-04-09 06:14:00,1
2019-04-09 06:18:00,1
2019-04-09 07:30:00,1
2019-04-09 07:31:00,1
2019-04-09 07:32:00,1
2019-04-09 07:34:00,2
2019-04-09 07:35:00,1
2019-04-09 07:36:00,1
2019-04-09 07:37:00,2
2019-04-09 08:05:00,1
2019-04-09 08:07:00,1
2019-04-09 08:08:00,3
2019-04-09 08:09:00,2
2019-04-09 08:10:00,3
2019-04-09 08:11:00,3
2019-04-09 08:12:00,3
2019-04-09 08:13:00,3
2019-04-09 08:21:00,1
2019-04-09 08:24:00,1
2019-04-09 08:25:00,2
2019-04-09 08:26:00,4
2019-04-09 08:27:00,2
2019-04-09 08:28:00,2
2019-04-09 08:29:00,2
2019-04-09 08:38:00,2
2019-04-09 08:42:00,1
2019-04-09 08:43:00,1
2019-04-09 08:45:00,1
2019-04-09 08:46:00,1
2019-04-09 08:53:00,1
2019-04-09 08:55:00,1
2019-04-09 08:56:00,2
2019-04-09 09:05:00,2
2019-04-09 09:06:00,2
2019-04-09 09:07:00,2
2019-04-09 09:08:00,4
2019-04-09 14:48:00,1
2019-04-09 14:49:00,6
2019-04-09 14:50:00,11
2019-04-09 14:51:00,12
2019-04-09 14:52:00,3
2019-04-09 14:58:00,2
2019-04-09 14:59:00,3
2019-04-09 15:00:00,3
2019-04-09 15:01:00,3
2019-04-09 15:02:00,3
2019-04-09 15:03:00,2
2019-04-09 15:04:00,2
2019-04-09 15:05:00,2
2019-04-09 15:06:00,1
2019-04-09 15:07:00,1
2019-04-09 15:18:00,1
2019-04-09 15:19:00,4
2019-04-09 15:20:00,2
2019-04-09 15:21:00,1
2019-04-09 15:26:00,1
2019-04-09 15:28:00,2
2019-04-09 15:29:00,1
2019-04-09 15:30:00,2
2019-04-09 15:31:00,1
2019-04-09 15:37:00,1
2019-04-09 15:49:00,1
2019-04-09 15:50:00,1
2019-04-09 15:51:00,1
2019-04-09 16:03:00,1
2019-04-09 16:05:00,1
2019-04-09 16:06:00,3
2019-04-09 16:07:00,1
2019-04-09 16:08:00,1
2019-04-09 16:13:00,2
2019-04-09 16:14:00,3
2019-04-09 16:15:00,2
2019-04-09 16:25:00,1
2019-04-09 16:26:00,1
2019-04-09 16:27:00,1
2019-04-09 16:30:00,1
2019-04-09 16:31:00,4
2019-04-09 16:32:00,2
2019-04-09 16:45:00,2
2019-04-09 16:46:00,3
2019-04-09 16:47:00,1
2019-04-09 16:52:00,1
2019-04-09 17:05:00,3
2019-04-09 17:06:00,1
2019-04-09 17:07:00,1
2019-04-09 17:08:00,1
2019-04-09 17:56:00,1
2019-04-09 18:36:00,1
2019-04-09 18:47:00,1
2019-04-09 21:44:00,1
2019-04-09 22:05:00,1
2019-04-09 22:52:00,1
2019-04-09 23:03:00,1
2019-04-09 23:04:00,2
2019-04-09 23:05:00,1
2019-04-09 23:07:00,3
2019-04-09 23:10:00,1
2019-04-09 23:11:00,1
2019-04-09 23:12:00,1
2019-04-09 23:38:00,1
