259,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-04-09 00:03:00,2
2019-04-09 00:04:00,1
2019-04-09 00:05:00,1
2019-04-09 00:06:00,1
2019-04-09 00:13:00,1
2019-04-09 00:14:00,1
2019-04-09 00:15:00,1
2019-04-09 00:20:00,1
2019-04-09 00:22:00,1
2019-04-09 00:23:00,1
2019-04-09 00:27:00,1
2019-04-09 00:28:00,1
2019-04-09 00:29:00,1
2019-04-09 00:44:00,1
2019-04-09 00:45:00,1
2019-04-09 03:52:00,2
2019-04-09 04:53:00,3
2019-04-09 05:55:00,3
2019-04-09 05:56:00,8
2019-04-09 06:55:00,8
2019-04-09 07:47:00,1
2019-04-09 08:51:00,2
2019-04-09 08:52:00,3
2019-04-09 10:52:00,3
2019-04-09 11:53:00,4
2019-04-09 11:55:00,1
2019-04-09 12:51:00,2
2019-04-09 13:01:00,1
2019-04-09 13:02:00,4
2019-04-09 13:03:00,1
2019-04-09 13:04:00,2
2019-04-09 13:06:00,1
2019-04-09 13:07:00,3
2019-04-09 13:08:00,1
2019-04-09 13:11:00,2
2019-04-09 13:13:00,2
2019-04-09 13:16:00,2
2019-04-09 13:17:00,2
2019-04-09 13:18:00,2
2019-04-09 13:20:00,1
2019-04-09 13:23:00,1
2019-04-09 13:24:00,3
2019-04-09 13:27:00,1
2019-04-09 13:28:00,2
2019-04-09 13:32:00,1
2019-04-09 13:34:00,3
2019-04-09 13:39:00,1
2019-04-09 13:41:00,1
2019-04-09 13:44:00,1
2019-04-09 13:45:00,1
2019-04-09 13:46:00,1
2019-04-09 13:49:00,1
2019-04-09 13:54:00,1
2019-04-09 13:56:00,1
2019-04-09 13:57:00,3
2019-04-09 13:58:00,1
2019-04-09 13:59:00,2
2019-04-09 14:06:00,2
2019-04-09 14:08:00,1
2019-04-09 14:13:00,3
2019-04-09 14:14:00,1
2019-04-09 14:22:00,1
2019-04-09 14:25:00,2
2019-04-09 14:26:00,2
2019-04-09 14:28:00,1
2019-04-09 14:30:00,1
2019-04-09 14:31:00,2
2019-04-09 14:33:00,1
2019-04-09 14:35:00,2
2019-04-09 14:37:00,1
2019-04-09 14:39:00,1
2019-04-09 14:40:00,2
2019-04-09 14:42:00,4
2019-04-09 14:43:00,1
2019-04-09 14:44:00,1
2019-04-09 14:46:00,1
2019-04-09 14:47:00,1
2019-04-09 14:50:00,1
2019-04-09 14:51:00,2
2019-04-09 14:53:00,3
2019-04-09 14:56:00,2
2019-04-09 14:58:00,3
2019-04-09 14:59:00,1
2019-04-09 15:00:00,3
2019-04-09 15:03:00,1
2019-04-09 15:04:00,1
2019-04-09 15:05:00,1
2019-04-09 15:06:00,1
2019-04-09 15:07:00,2
2019-04-09 15:10:00,1
2019-04-09 15:13:00,4
2019-04-09 15:19:00,1
2019-04-09 15:20:00,3
2019-04-09 15:26:00,1
2019-04-09 15:29:00,2
2019-04-09 15:31:00,3
2019-04-09 15:37:00,2
2019-04-09 15:38:00,2
2019-04-09 15:39:00,1
2019-04-09 15:42:00,1
2019-04-09 15:44:00,2
2019-04-09 15:46:00,1
2019-04-09 15:47:00,1
2019-04-09 15:50:00,2
2019-04-09 15:51:00,1
2019-04-09 15:58:00,1
2019-04-09 15:59:00,1
2019-04-09 16:02:00,1
2019-04-09 16:03:00,1
2019-04-09 16:04:00,1
2019-04-09 16:05:00,1
2019-04-09 16:07:00,1
2019-04-09 16:08:00,1
2019-04-09 16:09:00,1
2019-04-09 16:12:00,1
2019-04-09 16:15:00,1
2019-04-09 16:16:00,1
2019-04-09 16:18:00,2
2019-04-09 16:20:00,1
2019-04-09 16:31:00,2
2019-04-09 16:36:00,1
2019-04-09 16:37:00,1
2019-04-09 16:39:00,1
2019-04-09 16:41:00,2
2019-04-09 16:42:00,1
2019-04-09 16:44:00,3
2019-04-09 16:48:00,1
2019-04-09 16:50:00,1
2019-04-09 16:51:00,1
2019-04-09 16:52:00,3
2019-04-09 16:53:00,2
2019-04-09 17:03:00,1
2019-04-09 17:04:00,1
2019-04-09 17:06:00,1
2019-04-09 17:10:00,2
2019-04-09 17:16:00,1
2019-04-09 17:29:00,1
2019-04-09 17:34:00,1
2019-04-09 17:37:00,1
2019-04-09 17:38:00,1
2019-04-09 17:40:00,1
2019-04-09 17:41:00,1
2019-04-09 17:42:00,1
2019-04-09 18:07:00,1
2019-04-09 18:08:00,1
2019-04-09 18:10:00,3
2019-04-09 18:12:00,1
2019-04-09 18:14:00,1
2019-04-09 18:15:00,2
2019-04-09 18:16:00,1
2019-04-09 18:18:00,5
2019-04-09 18:20:00,2
2019-04-09 18:26:00,1
2019-04-09 18:34:00,1
2019-04-09 21:00:00,1
2019-04-09 21:23:00,1
2019-04-09 21:48:00,1
2019-04-09 23:47:00,1
2019-04-09 23:51:00,1
2019-04-09 23:53:00,1
2019-04-09 23:55:00,1
2019-04-09 23:59:00,1
