703,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-04-09 00:32:00,42
2019-04-09 00:53:00,1
2019-04-09 01:12:00,1
2019-04-09 01:15:00,1
2019-04-09 01:30:00,1
2019-04-09 03:39:00,1
2019-04-09 04:24:00,1
2019-04-09 04:51:00,1
2019-04-09 05:01:00,18
2019-04-09 05:18:00,42
2019-04-09 07:39:00,42
2019-04-09 09:04:00,1
2019-04-09 09:12:00,1
2019-04-09 09:56:00,42
2019-04-09 10:35:00,18
2019-04-09 12:50:00,18
2019-04-09 12:58:00,18
2019-04-09 13:13:00,1
2019-04-09 13:29:00,1
2019-04-09 14:01:00,1
2019-04-09 14:17:00,84
2019-04-09 14:18:00,84
2019-04-09 14:19:00,42
2019-04-09 14:22:00,42
2019-04-09 14:35:00,1
2019-04-09 14:49:00,1
2019-04-09 15:17:00,1
2019-04-09 15:19:00,1
2019-04-09 15:21:00,1
2019-04-09 15:37:00,18
2019-04-09 16:25:00,1
2019-04-09 16:39:00,1
2019-04-09 17:06:00,1
2019-04-09 17:16:00,43
2019-04-09 18:25:00,42
2019-04-09 19:26:00,1
2019-04-09 19:53:00,1
2019-04-09 19:54:00,1
2019-04-09 19:57:00,1
2019-04-09 20:02:00,42
2019-04-09 21:33:00,42
