4,"select z,ra, dec from specObj where z BETWEEN # and # AND ra BETWEEN # and # AND dec BETWEEN # and # AND zwarning=#"
2019-04-09 17:32:00,1
2019-04-09 17:44:00,1
2019-04-09 17:51:00,1
2019-04-09 18:26:00,1
