266,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-09 00:00:00,1
2019-04-09 03:45:00,1
2019-04-09 03:50:00,1
2019-04-09 04:50:00,1
2019-04-09 04:55:00,1
2019-04-09 07:01:00,1
2019-04-09 08:05:00,5
2019-04-09 08:10:00,4
2019-04-09 08:50:00,26
2019-04-09 08:55:00,19
2019-04-09 09:05:00,1
2019-04-09 09:10:00,1
2019-04-09 09:15:00,1
2019-04-09 10:05:00,9
2019-04-09 10:10:00,7
2019-04-09 10:30:00,1
2019-04-09 10:35:00,1
2019-04-09 10:36:00,1
2019-04-09 10:45:00,1
2019-04-09 11:01:00,1
2019-04-09 11:15:00,2
2019-04-09 11:20:00,6
2019-04-09 11:25:00,15
2019-04-09 11:30:00,10
2019-04-09 12:00:00,25
2019-04-09 12:01:00,27
2019-04-09 12:05:00,25
2019-04-09 12:06:00,10
2019-04-09 12:10:00,3
2019-04-09 12:35:00,1
2019-04-09 12:40:00,1
2019-04-09 12:55:00,4
2019-04-09 13:05:00,1
2019-04-09 13:55:00,22
2019-04-09 14:00:00,2
2019-04-09 14:35:00,1
2019-04-09 16:50:00,12
2019-04-09 17:05:00,1
2019-04-09 18:35:00,9
2019-04-09 18:40:00,2
2019-04-09 22:05:00,2
2019-04-09 22:10:00,1
