2692,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-04-09 00:01:00,1
2019-04-09 00:06:00,1
2019-04-09 00:12:00,1
2019-04-09 00:20:00,6
2019-04-09 00:21:00,4
2019-04-09 00:30:00,2
2019-04-09 00:37:00,1
2019-04-09 00:40:00,1
2019-04-09 00:44:00,1
2019-04-09 00:45:00,1
2019-04-09 01:05:00,5
2019-04-09 01:31:00,3
2019-04-09 02:00:00,1
2019-04-09 02:01:00,1
2019-04-09 02:33:00,3
2019-04-09 02:57:00,2
2019-04-09 02:58:00,1
2019-04-09 03:17:00,1
2019-04-09 03:18:00,2
2019-04-09 03:23:00,1
2019-04-09 03:34:00,1
2019-04-09 03:35:00,17
2019-04-09 03:36:00,33
2019-04-09 03:37:00,28
2019-04-09 03:38:00,26
2019-04-09 03:39:00,18
2019-04-09 03:40:00,23
2019-04-09 03:41:00,25
2019-04-09 03:42:00,25
2019-04-09 03:43:00,21
2019-04-09 03:44:00,20
2019-04-09 03:45:00,35
2019-04-09 03:46:00,25
2019-04-09 03:47:00,20
2019-04-09 03:48:00,16
2019-04-09 03:49:00,14
2019-04-09 03:50:00,18
2019-04-09 03:51:00,15
2019-04-09 03:52:00,16
2019-04-09 03:53:00,27
2019-04-09 03:54:00,22
2019-04-09 03:55:00,12
2019-04-09 03:56:00,19
2019-04-09 03:57:00,30
2019-04-09 03:58:00,24
2019-04-09 03:59:00,14
2019-04-09 04:00:00,26
2019-04-09 04:01:00,6
2019-04-09 04:02:00,19
2019-04-09 04:03:00,24
2019-04-09 04:04:00,17
2019-04-09 04:05:00,21
2019-04-09 04:06:00,28
2019-04-09 04:07:00,24
2019-04-09 04:08:00,25
2019-04-09 04:09:00,13
2019-04-09 04:10:00,16
2019-04-09 04:11:00,13
2019-04-09 04:12:00,10
2019-04-09 04:13:00,29
2019-04-09 04:14:00,18
