21,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-04-09 00:45:00,1
2019-04-09 00:50:00,1
2019-04-09 00:55:00,1
2019-04-09 06:20:00,1
2019-04-09 06:24:00,1
2019-04-09 06:36:00,1
2019-04-09 08:07:00,1
2019-04-09 09:19:00,1
2019-04-09 09:56:00,1
2019-04-09 11:58:00,1
2019-04-09 12:10:00,1
2019-04-09 12:13:00,1
2019-04-09 12:14:00,1
2019-04-09 13:06:00,1
2019-04-09 13:15:00,1
2019-04-09 14:20:00,1
2019-04-09 15:10:00,1
2019-04-09 16:17:00,1
2019-04-09 17:17:00,1
2019-04-09 17:39:00,1
2019-04-09 21:27:00,1
