5882,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-09 12:04:00,5
2019-04-09 12:05:00,19
2019-04-09 12:06:00,10
2019-04-09 12:07:00,11
2019-04-09 12:08:00,15
2019-04-09 12:09:00,7
2019-04-09 12:10:00,9
2019-04-09 12:11:00,15
2019-04-09 12:12:00,13
2019-04-09 12:13:00,13
2019-04-09 12:14:00,8
2019-04-09 12:15:00,10
2019-04-09 12:16:00,7
2019-04-09 12:17:00,10
2019-04-09 12:18:00,8
2019-04-09 12:19:00,10
2019-04-09 12:20:00,20
2019-04-09 12:21:00,10
2019-04-09 12:22:00,13
2019-04-09 12:23:00,10
2019-04-09 12:24:00,12
2019-04-09 12:25:00,14
2019-04-09 12:26:00,7
2019-04-09 12:27:00,9
2019-04-09 12:28:00,14
2019-04-09 12:29:00,7
2019-04-09 12:30:00,9
2019-04-09 12:31:00,6
2019-04-09 12:32:00,16
2019-04-09 12:33:00,5
2019-04-09 12:34:00,13
2019-04-09 12:35:00,10
2019-04-09 12:36:00,8
2019-04-09 12:37:00,12
2019-04-09 12:38:00,11
2019-04-09 12:39:00,12
2019-04-09 12:40:00,12
2019-04-09 12:41:00,9
2019-04-09 12:42:00,8
2019-04-09 12:43:00,15
2019-04-09 12:44:00,9
2019-04-09 12:45:00,12
2019-04-09 12:46:00,7
2019-04-09 12:47:00,12
2019-04-09 12:48:00,9
2019-04-09 12:49:00,10
2019-04-09 12:50:00,10
2019-04-09 12:51:00,6
2019-04-09 12:52:00,7
2019-04-09 12:53:00,17
2019-04-09 12:54:00,9
2019-04-09 12:55:00,16
2019-04-09 12:56:00,21
2019-04-09 12:57:00,11
2019-04-09 12:58:00,14
2019-04-09 12:59:00,7
2019-04-09 13:00:00,12
2019-04-09 13:01:00,10
2019-04-09 13:02:00,10
2019-04-09 13:03:00,16
2019-04-09 13:04:00,15
2019-04-09 13:05:00,10
2019-04-09 13:06:00,21
2019-04-09 13:07:00,6
2019-04-09 13:08:00,17
2019-04-09 13:09:00,7
2019-04-09 13:10:00,9
2019-04-09 13:11:00,2
2019-04-09 13:12:00,13
2019-04-09 13:13:00,4
2019-04-09 13:14:00,32
2019-04-09 13:15:00,34
2019-04-09 13:16:00,25
