11,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-11-22 03:31:00,1
2019-11-22 04:03:00,1
2019-11-22 04:05:00,1
2019-11-22 04:07:00,1
2019-11-22 04:49:00,2
2019-11-22 04:50:00,1
2019-11-22 06:54:00,1
2019-11-22 08:58:00,1
2019-11-22 09:38:00,1
2019-11-22 12:01:00,1
