24,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-11-22 00:49:00,1
2019-11-22 00:53:00,1
2019-11-22 01:16:00,1
2019-11-22 01:23:00,1
2019-11-22 01:28:00,1
2019-11-22 02:05:00,1
2019-11-22 04:04:00,1
2019-11-22 04:06:00,1
2019-11-22 04:09:00,2
2019-11-22 04:56:00,1
2019-11-22 05:00:00,1
2019-11-22 05:03:00,2
2019-11-22 05:09:00,1
2019-11-22 05:18:00,3
2019-11-22 05:24:00,1
2019-11-22 05:34:00,2
2019-11-22 06:56:00,1
2019-11-22 10:55:00,1
2019-11-22 15:59:00,1
