9,"select creationDate ,      sum(#) over (order by creationDate rows between unbounded preceding and current row) as cumsum   from t_sciserverentity where dtype=&&&"
2019-11-22 15:48:00,1
2019-11-22 16:36:00,1
2019-11-22 17:33:00,1
2019-11-22 18:04:00,1
2019-11-22 18:05:00,1
2019-11-22 18:09:00,2
2019-11-22 18:10:00,1
2019-11-22 18:11:00,1
