93,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-22 01:05:00,2
2019-11-22 01:06:00,1
2019-11-22 01:10:00,1
2019-11-22 01:12:00,1
2019-11-22 01:13:00,1
2019-11-22 01:14:00,3
2019-11-22 01:15:00,1
2019-11-22 01:16:00,1
2019-11-22 01:17:00,4
2019-11-22 01:19:00,1
2019-11-22 01:20:00,2
2019-11-22 01:21:00,2
2019-11-22 01:22:00,1
2019-11-22 01:23:00,3
2019-11-22 01:24:00,1
2019-11-22 01:25:00,3
2019-11-22 01:26:00,2
2019-11-22 01:27:00,1
2019-11-22 01:28:00,2
2019-11-22 01:31:00,2
2019-11-22 01:32:00,2
2019-11-22 01:33:00,1
2019-11-22 01:34:00,1
2019-11-22 01:35:00,5
2019-11-22 01:36:00,2
2019-11-22 01:37:00,3
2019-11-22 01:38:00,1
2019-11-22 01:39:00,1
2019-11-22 01:40:00,4
2019-11-22 01:41:00,2
2019-11-22 01:42:00,3
2019-11-22 01:43:00,1
2019-11-22 01:44:00,3
2019-11-22 01:45:00,3
2019-11-22 01:46:00,1
2019-11-22 01:47:00,2
2019-11-22 01:48:00,1
2019-11-22 01:49:00,2
2019-11-22 01:51:00,1
2019-11-22 01:53:00,1
2019-11-22 01:54:00,1
2019-11-22 01:55:00,1
2019-11-22 01:56:00,1
2019-11-22 02:02:00,1
2019-11-22 02:05:00,1
2019-11-22 02:06:00,1
2019-11-22 02:08:00,2
2019-11-22 02:09:00,1
2019-11-22 02:15:00,1
2019-11-22 02:16:00,1
2019-11-22 02:17:00,1
2019-11-22 02:19:00,1
2019-11-22 02:24:00,1
2019-11-22 02:27:00,1
2019-11-22 02:29:00,1
2019-11-22 02:35:00,1
2019-11-22 02:48:00,1
