22,SELECT * into mydb.MyTable from SpecLine as G_SpecLine
2019-11-22 11:02:00,1
2019-11-22 11:03:00,2
2019-11-22 11:11:00,4
2019-11-22 11:20:00,5
2019-11-22 11:21:00,1
2019-11-22 11:23:00,1
2019-11-22 11:35:00,2
2019-11-22 11:37:00,2
2019-11-22 11:38:00,1
2019-11-22 14:32:00,2
2019-11-22 14:33:00,1
