322,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-10-14 22:26:00,1
2019-10-14 22:28:00,3
2019-10-14 22:29:00,3
2019-10-14 22:30:00,3
2019-10-14 22:31:00,5
2019-10-14 22:32:00,4
2019-10-14 22:33:00,4
2019-10-14 22:34:00,4
2019-10-14 22:35:00,3
2019-10-14 22:36:00,4
2019-10-14 22:37:00,3
2019-10-14 22:38:00,4
2019-10-14 22:39:00,4
2019-10-14 22:40:00,4
2019-10-14 22:41:00,4
2019-10-14 22:42:00,4
2019-10-14 22:43:00,3
2019-10-14 22:44:00,3
2019-10-14 22:45:00,3
2019-10-14 22:53:00,3
2019-10-14 22:54:00,4
2019-10-14 22:55:00,4
2019-10-14 22:56:00,3
2019-10-14 22:57:00,4
2019-10-14 22:58:00,2
2019-10-14 22:59:00,4
2019-10-14 23:00:00,3
2019-10-14 23:01:00,3
2019-10-14 23:02:00,3
2019-10-14 23:03:00,3
2019-10-14 23:04:00,2
2019-10-14 23:05:00,4
2019-10-14 23:06:00,3
2019-10-14 23:07:00,3
2019-10-14 23:08:00,3
2019-10-14 23:09:00,3
2019-10-14 23:10:00,3
2019-10-14 23:11:00,3
2019-10-14 23:12:00,3
2019-10-14 23:13:00,3
2019-10-14 23:14:00,3
2019-10-14 23:15:00,1
2019-10-14 23:16:00,4
2019-10-14 23:17:00,4
2019-10-14 23:18:00,4
2019-10-14 23:19:00,3
2019-10-14 23:20:00,3
2019-10-14 23:21:00,3
2019-10-14 23:22:00,4
2019-10-14 23:23:00,4
2019-10-14 23:24:00,3
2019-10-14 23:25:00,4
2019-10-14 23:26:00,3
2019-10-14 23:27:00,3
2019-10-14 23:28:00,4
2019-10-14 23:29:00,3
2019-10-14 23:30:00,4
2019-10-14 23:31:00,3
2019-10-14 23:32:00,4
2019-10-14 23:33:00,4
2019-10-14 23:34:00,4
2019-10-14 23:35:00,3
2019-10-14 23:36:00,4
2019-10-14 23:37:00,4
2019-10-14 23:38:00,3
2019-10-14 23:39:00,1
2019-10-14 23:40:00,2
2019-10-14 23:41:00,2
2019-10-14 23:42:00,4
2019-10-14 23:43:00,6
2019-10-14 23:44:00,5
2019-10-14 23:45:00,4
2019-10-14 23:46:00,5
2019-10-14 23:47:00,4
2019-10-14 23:48:00,5
2019-10-14 23:49:00,7
2019-10-14 23:50:00,5
2019-10-14 23:51:00,5
2019-10-14 23:52:00,7
2019-10-14 23:53:00,5
2019-10-14 23:54:00,6
2019-10-14 23:55:00,7
2019-10-14 23:56:00,8
2019-10-14 23:57:00,4
2019-10-14 23:58:00,7
2019-10-14 23:59:00,5
