26,"select json_path, frame_path from boron_carbide_training where class = &&&"
2019-10-14 15:09:00,2
2019-10-14 15:10:00,1
2019-10-14 15:13:00,3
2019-10-14 17:33:00,1
2019-10-14 17:35:00,2
2019-10-14 17:36:00,1
2019-10-14 17:59:00,2
2019-10-14 18:00:00,1
2019-10-14 18:02:00,1
2019-10-14 18:11:00,1
2019-10-14 18:13:00,3
2019-10-14 18:17:00,1
2019-10-14 18:20:00,1
2019-10-14 18:21:00,2
2019-10-14 18:22:00,1
2019-10-14 18:47:00,1
2019-10-14 18:48:00,2
