3,"SELECT # specObjID,z,zErr,class,ra,dec,objID,type,psfMag_u,psfMag_g,psfMag_r,psfMagErr_u,psfMagErr_g,psfMagErr_r FROM SpecPhoto  WHERE  (class=&&&) and (psfMag_g < #) and (psfMag_r < #)"
2019-10-14 13:12:00,1
2019-10-14 13:16:00,1
2019-10-14 13:24:00,1
