1552,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-14 12:37:00,172
2019-10-14 12:38:00,29
2019-10-14 12:39:00,67
2019-10-14 12:59:00,88
2019-10-14 13:02:00,40
2019-10-14 13:05:00,36
2019-10-14 13:19:00,93
2019-10-14 13:35:00,68
2019-10-14 13:39:00,17
2019-10-14 13:40:00,131
2019-10-14 13:46:00,73
2019-10-14 13:47:00,81
2019-10-14 14:01:00,159
2019-10-14 14:02:00,126
2019-10-14 14:03:00,5
2019-10-14 14:14:00,10
2019-10-14 14:15:00,27
2019-10-14 14:20:00,89
2019-10-14 14:23:00,119
2019-10-14 14:35:00,122
