8,"SELECT TOP #  p.ra, p.dec  FROM PhotoObj AS p   Join SpecObj AS s ON s.bestobjid = p.objid  WHERE p.ra > #  AND p.ra < #  AND p.dec > #  AND s.class = &&&"
2019-10-14 17:46:00,1
2019-10-14 17:55:00,3
2019-10-14 17:56:00,1
2019-10-14 17:57:00,1
2019-10-14 18:04:00,1
2019-10-14 18:05:00,1
