544,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-14 10:44:00,12
2019-10-14 10:45:00,14
2019-10-14 10:46:00,14
2019-10-14 10:47:00,16
2019-10-14 10:48:00,16
2019-10-14 10:57:00,8
2019-10-14 10:58:00,6
2019-10-14 11:00:00,8
2019-10-14 11:01:00,6
2019-10-14 11:03:00,8
2019-10-14 11:04:00,6
2019-10-14 11:06:00,4
2019-10-14 11:07:00,8
2019-10-14 11:08:00,2
2019-10-14 11:24:00,18
2019-10-14 11:26:00,8
2019-10-14 11:27:00,8
2019-10-14 11:28:00,2
2019-10-14 11:29:00,10
2019-10-14 11:30:00,4
2019-10-14 11:31:00,1
2019-10-14 11:32:00,6
2019-10-14 11:33:00,8
2019-10-14 11:36:00,1
2019-10-14 11:38:00,1
2019-10-14 11:39:00,1
2019-10-14 11:41:00,1
2019-10-14 11:47:00,6
2019-10-14 11:48:00,8
2019-10-14 11:50:00,6
2019-10-14 11:51:00,8
2019-10-14 11:52:00,2
2019-10-14 11:53:00,10
2019-10-14 11:54:00,2
2019-10-14 11:55:00,2
2019-10-14 11:56:00,8
2019-10-14 11:57:00,4
2019-10-14 12:04:00,1
2019-10-14 12:06:00,1
2019-10-14 12:07:00,2
2019-10-14 12:08:00,10
2019-10-14 12:09:00,2
2019-10-14 12:10:00,6
2019-10-14 12:11:00,8
2019-10-14 12:13:00,10
2019-10-14 12:14:00,4
2019-10-14 12:16:00,10
2019-10-14 12:17:00,4
2019-10-14 12:27:00,6
2019-10-14 12:28:00,4
2019-10-14 12:29:00,10
2019-10-14 12:30:00,4
2019-10-14 12:31:00,6
2019-10-14 12:32:00,2
2019-10-14 12:33:00,8
2019-10-14 12:41:00,12
2019-10-14 12:42:00,3
2019-10-14 12:43:00,4
2019-10-14 12:44:00,10
2019-10-14 12:46:00,8
2019-10-14 12:47:00,6
2019-10-14 12:48:00,4
2019-10-14 12:49:00,8
2019-10-14 12:50:00,2
2019-10-14 13:00:00,10
2019-10-14 13:01:00,4
2019-10-14 13:02:00,6
2019-10-14 13:03:00,8
2019-10-14 13:05:00,12
2019-10-14 13:06:00,2
2019-10-14 13:07:00,4
2019-10-14 13:08:00,10
2019-10-14 13:12:00,10
2019-10-14 13:13:00,4
2019-10-14 13:14:00,6
2019-10-14 13:15:00,10
2019-10-14 13:16:00,4
2019-10-14 13:17:00,6
2019-10-14 13:18:00,6
2019-10-14 13:19:00,4
2019-10-14 13:20:00,10
2019-10-14 13:21:00,10
2019-10-14 13:22:00,2
2019-10-14 13:23:00,8
