106,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-17 05:01:00,1
2019-03-17 05:03:00,1
2019-03-17 05:45:00,2
2019-03-17 09:01:00,1
2019-03-17 09:03:00,1
2019-03-17 09:05:00,7
2019-03-17 09:08:00,1
2019-03-17 09:10:00,4
2019-03-17 09:12:00,1
2019-03-17 09:15:00,1
2019-03-17 09:18:00,1
2019-03-17 10:01:00,1
2019-03-17 10:03:00,1
2019-03-17 13:01:00,1
2019-03-17 13:03:00,1
2019-03-17 13:10:00,1
2019-03-17 13:15:00,2
2019-03-17 13:20:00,1
2019-03-17 13:55:00,4
2019-03-17 14:00:00,2
2019-03-17 14:01:00,1
2019-03-17 14:03:00,1
2019-03-17 14:05:00,5
2019-03-17 14:07:00,1
2019-03-17 14:09:00,1
2019-03-17 14:10:00,11
2019-03-17 14:11:00,1
2019-03-17 14:15:00,6
2019-03-17 15:01:00,1
2019-03-17 15:15:00,7
2019-03-17 15:20:00,7
2019-03-17 17:00:00,1
2019-03-17 18:05:00,1
2019-03-17 19:05:00,1
2019-03-17 19:50:00,4
2019-03-17 21:15:00,11
2019-03-17 21:20:00,11
