9,"SELECT m.id, n.objid, n.distance           FROM MyDB.temp AS m OUTER APPLY dbo.fGetNearestObjEq(m.ra, m.dec, #) AS n            LEFT JOIN PhotoObj AS o ON n.objid=o.objid"
2019-03-17 04:15:00,1
2019-03-17 04:16:00,3
2019-03-17 04:17:00,2
2019-03-17 04:36:00,1
2019-03-17 04:47:00,2
