2,"select run1=a.run, run2=b.run   , row1=convert(tinyint,round((a.rowc-floor(a.rowc))/@bin,#)), col1=convert(tinyint,round((a.colc-floor(a.colc))/@bin,#))    , row2=convert(tinyint,round((b.rowc-floor(b.rowc))/@bin,#)), col2=convert(tinyint,round((b.colc-floor(b.colc))/@bin,#))    , arcsec=round(distance*#,#), cts=count(a.run) into mydb.Neighbors0#Star2#PixEq from Neighbors n   join Star a on a.objid=n.objid   join Star b on b.objid=n.neighborObjid   join Run r on r.skyVersion=a.skyVersion and r.run=a.run and r.rerun=a.rerun   join Run q on q.skyVersion=b.skyVersion and q.run=b.run and q.rerun=b.rerun where n.type=# and n.neighbortype=#   and n.distance < @lim    and a.run < b.run   and a.psfMag_r between # and #   and b.psfMag_r between # and #   and a.psfMag_r between b.psfMag_r-# and b.psfMag_r+#     and r.stripe between # and #   and q.stripe between # and #   and r.stripe != #                                 and q.stripe != # group by a.run, b.run   , convert(tinyint,round((a.rowc-floor(a.rowc))/@bin,#)), convert(tinyint,round((a.colc-floor(a.colc))/@bin,#))    , convert(tinyint,round((b.rowc-floor(b.rowc))/@bin,#)), convert(tinyint,round((b.colc-floor(b.colc))/@bin,#))    , round(distance*#,#) order by #,#,#,#,#,#,#"
2019-03-17 11:04:00,1
2019-03-17 11:27:00,1
