5069,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-17 17:17:00,16
2019-03-17 17:18:00,32
2019-03-17 17:19:00,37
2019-03-17 17:20:00,50
2019-03-17 17:21:00,45
2019-03-17 17:22:00,39
2019-03-17 17:23:00,43
2019-03-17 17:24:00,36
2019-03-17 17:25:00,45
2019-03-17 17:26:00,39
2019-03-17 17:27:00,39
2019-03-17 17:28:00,43
2019-03-17 17:29:00,36
2019-03-17 17:30:00,41
2019-03-17 17:31:00,41
2019-03-17 17:32:00,43
2019-03-17 17:33:00,53
2019-03-17 17:34:00,57
2019-03-17 17:35:00,35
2019-03-17 17:36:00,43
2019-03-17 17:37:00,36
2019-03-17 17:38:00,43
2019-03-17 17:39:00,39
2019-03-17 17:40:00,41
2019-03-17 17:41:00,47
2019-03-17 17:42:00,33
2019-03-17 17:43:00,43
2019-03-17 17:44:00,47
2019-03-17 17:45:00,52
2019-03-17 17:46:00,35
2019-03-17 17:47:00,26
2019-03-17 17:48:00,23
2019-03-17 17:49:00,24
2019-03-17 17:50:00,24
2019-03-17 17:51:00,23
2019-03-17 17:52:00,35
2019-03-17 17:53:00,34
2019-03-17 17:54:00,32
2019-03-17 17:55:00,42
2019-03-17 17:56:00,30
2019-03-17 17:57:00,29
2019-03-17 17:58:00,24
2019-03-17 17:59:00,31
2019-03-17 18:00:00,26
2019-03-17 18:01:00,29
2019-03-17 18:02:00,31
2019-03-17 18:03:00,32
2019-03-17 18:04:00,30
2019-03-17 18:05:00,29
2019-03-17 18:06:00,29
2019-03-17 18:07:00,38
2019-03-17 18:08:00,35
2019-03-17 18:09:00,24
2019-03-17 18:10:00,26
2019-03-17 18:11:00,28
2019-03-17 18:12:00,26
2019-03-17 18:13:00,30
2019-03-17 18:14:00,37
2019-03-17 18:15:00,53
2019-03-17 18:16:00,38
2019-03-17 18:17:00,40
2019-03-17 18:18:00,34
2019-03-17 18:19:00,38
2019-03-17 18:20:00,31
2019-03-17 18:21:00,22
2019-03-17 18:22:00,27
2019-03-17 18:23:00,32
2019-03-17 18:24:00,35
2019-03-17 18:25:00,35
2019-03-17 18:26:00,30
2019-03-17 18:27:00,38
2019-03-17 18:28:00,38
2019-03-17 18:29:00,28
2019-03-17 18:30:00,32
2019-03-17 18:31:00,35
2019-03-17 18:32:00,26
2019-03-17 18:33:00,35
2019-03-17 18:34:00,30
2019-03-17 18:35:00,37
2019-03-17 18:36:00,34
2019-03-17 18:37:00,35
2019-03-17 18:38:00,29
2019-03-17 18:39:00,38
2019-03-17 18:40:00,27
2019-03-17 18:41:00,43
2019-03-17 18:42:00,38
2019-03-17 18:43:00,25
2019-03-17 18:44:00,28
2019-03-17 18:45:00,22
2019-03-17 18:46:00,27
2019-03-17 18:47:00,19
2019-03-17 18:48:00,38
2019-03-17 18:49:00,38
2019-03-17 18:50:00,34
2019-03-17 18:51:00,27
2019-03-17 18:52:00,29
2019-03-17 18:53:00,21
2019-03-17 18:54:00,24
2019-03-17 18:55:00,37
2019-03-17 18:56:00,15
2019-03-17 18:57:00,21
2019-03-17 18:58:00,18
2019-03-17 18:59:00,10
2019-03-17 19:00:00,14
2019-03-17 19:01:00,18
2019-03-17 19:02:00,14
2019-03-17 19:03:00,20
2019-03-17 19:04:00,26
2019-03-17 19:05:00,22
2019-03-17 19:06:00,29
2019-03-17 19:07:00,22
2019-03-17 19:08:00,17
2019-03-17 19:09:00,27
2019-03-17 19:10:00,33
2019-03-17 19:11:00,23
2019-03-17 19:12:00,17
2019-03-17 19:13:00,15
2019-03-17 19:14:00,23
2019-03-17 19:15:00,20
2019-03-17 19:16:00,14
2019-03-17 19:17:00,20
2019-03-17 19:18:00,28
2019-03-17 19:19:00,15
2019-03-17 19:20:00,30
2019-03-17 19:21:00,38
2019-03-17 19:22:00,22
2019-03-17 19:23:00,24
2019-03-17 19:24:00,40
2019-03-17 19:25:00,23
2019-03-17 19:26:00,12
2019-03-17 19:27:00,19
2019-03-17 19:28:00,14
2019-03-17 19:29:00,24
2019-03-17 19:30:00,19
2019-03-17 19:31:00,18
2019-03-17 19:32:00,17
2019-03-17 19:33:00,13
2019-03-17 19:34:00,15
2019-03-17 19:35:00,13
2019-03-17 19:36:00,10
2019-03-17 19:37:00,16
2019-03-17 19:38:00,10
2019-03-17 19:39:00,11
2019-03-17 19:40:00,16
2019-03-17 19:41:00,9
2019-03-17 19:42:00,9
2019-03-17 19:43:00,15
2019-03-17 19:44:00,11
2019-03-17 19:45:00,13
2019-03-17 19:46:00,11
2019-03-17 19:47:00,11
