167,select * from Field where fieldId=#
2019-03-17 00:04:00,1
2019-03-17 00:28:00,1
2019-03-17 01:24:00,1
2019-03-17 01:32:00,9
2019-03-17 01:33:00,6
2019-03-17 02:11:00,1
2019-03-17 03:04:00,1
2019-03-17 04:32:00,1
2019-03-17 06:05:00,1
2019-03-17 06:18:00,1
2019-03-17 06:47:00,1
2019-03-17 07:26:00,1
2019-03-17 08:09:00,1
2019-03-17 08:53:00,1
2019-03-17 10:16:00,1
2019-03-17 10:24:00,1
2019-03-17 10:30:00,1
2019-03-17 10:44:00,1
2019-03-17 10:49:00,1
2019-03-17 10:50:00,17
2019-03-17 10:56:00,4
2019-03-17 11:09:00,1
2019-03-17 11:11:00,1
2019-03-17 11:16:00,1
2019-03-17 11:26:00,1
2019-03-17 11:54:00,1
2019-03-17 11:58:00,1
2019-03-17 12:58:00,1
2019-03-17 13:12:00,1
2019-03-17 13:27:00,1
2019-03-17 13:44:00,1
2019-03-17 14:23:00,1
2019-03-17 15:26:00,1
2019-03-17 15:57:00,7
2019-03-17 15:58:00,6
2019-03-17 16:05:00,1
2019-03-17 16:33:00,1
2019-03-17 16:38:00,1
2019-03-17 17:04:00,1
2019-03-17 17:18:00,1
2019-03-17 17:39:00,1
2019-03-17 18:06:00,1
2019-03-17 18:17:00,1
2019-03-17 18:18:00,5
2019-03-17 18:31:00,1
2019-03-17 18:36:00,1
2019-03-17 19:10:00,1
2019-03-17 19:47:00,1
2019-03-17 19:51:00,2
2019-03-17 19:58:00,1
2019-03-17 21:06:00,1
2019-03-17 21:47:00,8
2019-03-17 21:48:00,5
2019-03-17 21:49:00,2
2019-03-17 21:50:00,2
2019-03-17 21:51:00,3
2019-03-17 21:52:00,3
2019-03-17 21:53:00,2
2019-03-17 21:54:00,4
2019-03-17 21:56:00,3
2019-03-17 21:57:00,2
2019-03-17 21:58:00,2
2019-03-17 21:59:00,1
2019-03-17 22:00:00,7
2019-03-17 22:02:00,2
2019-03-17 22:03:00,5
2019-03-17 22:04:00,4
2019-03-17 22:05:00,3
2019-03-17 22:06:00,2
2019-03-17 22:07:00,2
2019-03-17 22:08:00,2
2019-03-17 22:09:00,1
2019-03-17 22:42:00,1
2019-03-17 22:45:00,1
2019-03-17 23:25:00,1
