258,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-09-20 09:16:00,48
2019-09-20 09:17:00,108
2019-09-20 09:18:00,2
2019-09-20 10:45:00,60
2019-09-20 10:46:00,40
