21,select top # * from mr
2019-09-20 14:57:00,1
2019-09-20 14:58:00,2
2019-09-20 14:59:00,1
2019-09-20 15:01:00,2
2019-09-20 15:23:00,1
2019-09-20 15:24:00,1
2019-09-20 15:25:00,1
2019-09-20 15:32:00,1
2019-09-20 15:33:00,2
2019-09-20 15:34:00,1
2019-09-20 15:36:00,1
2019-09-20 15:37:00,4
2019-09-20 16:22:00,1
2019-09-20 17:48:00,1
2019-09-20 17:54:00,1
