885,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-09-20 04:47:00,1
2019-09-20 04:55:00,2
2019-09-20 05:05:00,1
2019-09-20 05:06:00,1
2019-09-20 05:14:00,2
2019-09-20 05:17:00,1
2019-09-20 05:22:00,1
2019-09-20 05:23:00,1
2019-09-20 05:31:00,1
2019-09-20 05:33:00,1
2019-09-20 05:37:00,1
2019-09-20 05:39:00,1
2019-09-20 05:40:00,1
2019-09-20 05:41:00,1
2019-09-20 05:44:00,2
2019-09-20 05:52:00,1
2019-09-20 05:57:00,1
2019-09-20 05:59:00,1
2019-09-20 06:07:00,1
2019-09-20 06:09:00,1
2019-09-20 06:13:00,1
2019-09-20 06:21:00,1
2019-09-20 06:25:00,1
2019-09-20 06:32:00,1
2019-09-20 06:37:00,1
2019-09-20 06:44:00,1
2019-09-20 06:50:00,1
2019-09-20 06:54:00,1
2019-09-20 06:59:00,1
2019-09-20 07:01:00,3
2019-09-20 07:02:00,3
2019-09-20 07:03:00,2
2019-09-20 07:04:00,2
2019-09-20 07:05:00,3
2019-09-20 07:06:00,1
2019-09-20 07:07:00,1
2019-09-20 07:08:00,2
2019-09-20 07:09:00,6
2019-09-20 07:10:00,2
2019-09-20 07:12:00,2
2019-09-20 07:13:00,3
2019-09-20 07:14:00,4
2019-09-20 07:15:00,2
2019-09-20 07:16:00,4
2019-09-20 07:17:00,3
2019-09-20 07:18:00,1
2019-09-20 07:19:00,2
2019-09-20 07:20:00,4
2019-09-20 07:21:00,3
2019-09-20 07:22:00,2
2019-09-20 07:23:00,2
2019-09-20 07:24:00,3
2019-09-20 07:25:00,4
2019-09-20 07:27:00,2
2019-09-20 07:28:00,3
2019-09-20 07:29:00,2
2019-09-20 07:30:00,1
2019-09-20 07:31:00,3
2019-09-20 07:32:00,2
2019-09-20 07:33:00,2
2019-09-20 07:34:00,2
2019-09-20 07:35:00,1
2019-09-20 07:36:00,1
2019-09-20 07:37:00,3
2019-09-20 07:38:00,3
2019-09-20 07:40:00,3
2019-09-20 07:41:00,4
2019-09-20 07:42:00,2
2019-09-20 07:43:00,1
2019-09-20 07:44:00,3
2019-09-20 07:45:00,3
2019-09-20 07:47:00,3
2019-09-20 07:48:00,3
2019-09-20 07:49:00,1
2019-09-20 07:50:00,2
2019-09-20 07:51:00,3
2019-09-20 07:52:00,4
2019-09-20 07:53:00,3
2019-09-20 07:54:00,1
2019-09-20 07:55:00,4
2019-09-20 07:56:00,2
2019-09-20 07:57:00,3
2019-09-20 07:58:00,1
2019-09-20 07:59:00,3
2019-09-20 08:00:00,2
2019-09-20 08:01:00,2
2019-09-20 08:02:00,3
2019-09-20 08:03:00,3
2019-09-20 08:04:00,2
2019-09-20 08:05:00,1
2019-09-20 08:06:00,3
2019-09-20 08:07:00,2
2019-09-20 08:08:00,2
2019-09-20 08:09:00,3
2019-09-20 08:10:00,4
2019-09-20 08:11:00,2
2019-09-20 08:12:00,1
2019-09-20 08:13:00,3
2019-09-20 08:14:00,4
2019-09-20 08:15:00,2
2019-09-20 08:16:00,1
2019-09-20 08:17:00,3
2019-09-20 08:18:00,2
2019-09-20 08:19:00,1
2019-09-20 08:20:00,3
2019-09-20 08:21:00,1
2019-09-20 08:22:00,2
2019-09-20 08:23:00,2
2019-09-20 08:24:00,2
2019-09-20 08:25:00,4
2019-09-20 08:26:00,2
2019-09-20 08:27:00,2
2019-09-20 08:28:00,2
2019-09-20 08:29:00,3
2019-09-20 08:30:00,2
2019-09-20 08:31:00,3
2019-09-20 08:32:00,2
2019-09-20 08:33:00,2
2019-09-20 08:34:00,1
2019-09-20 08:35:00,3
2019-09-20 08:36:00,2
2019-09-20 08:37:00,2
2019-09-20 08:38:00,3
