885,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-09-20 08:39:00,2
2019-09-20 08:40:00,2
2019-09-20 08:41:00,3
2019-09-20 08:42:00,3
2019-09-20 08:43:00,1
2019-09-20 08:44:00,2
2019-09-20 08:45:00,2
2019-09-20 08:46:00,1
2019-09-20 08:47:00,2
2019-09-20 08:48:00,2
2019-09-20 08:50:00,1
2019-09-20 08:51:00,1
2019-09-20 08:52:00,3
2019-09-20 08:53:00,1
2019-09-20 08:54:00,2
2019-09-20 08:55:00,2
2019-09-20 08:56:00,3
2019-09-20 08:57:00,1
2019-09-20 08:58:00,3
2019-09-20 08:59:00,3
2019-09-20 09:00:00,3
2019-09-20 09:01:00,1
2019-09-20 09:02:00,2
2019-09-20 09:03:00,2
2019-09-20 09:04:00,1
2019-09-20 09:05:00,1
2019-09-20 09:06:00,3
2019-09-20 09:07:00,3
2019-09-20 09:08:00,2
2019-09-20 09:09:00,2
2019-09-20 09:10:00,2
2019-09-20 09:11:00,3
2019-09-20 09:12:00,3
2019-09-20 09:13:00,2
2019-09-20 09:14:00,1
2019-09-20 09:15:00,2
2019-09-20 09:16:00,3
2019-09-20 09:17:00,2
2019-09-20 09:18:00,3
2019-09-20 09:19:00,2
2019-09-20 09:20:00,3
2019-09-20 09:21:00,2
2019-09-20 09:22:00,3
2019-09-20 09:23:00,4
2019-09-20 09:24:00,3
2019-09-20 09:25:00,1
2019-09-20 09:26:00,2
2019-09-20 09:27:00,2
2019-09-20 09:28:00,3
2019-09-20 09:29:00,2
2019-09-20 09:30:00,4
2019-09-20 09:31:00,3
2019-09-20 09:32:00,2
2019-09-20 09:33:00,3
2019-09-20 09:34:00,2
2019-09-20 09:35:00,2
2019-09-20 09:36:00,3
2019-09-20 09:37:00,2
2019-09-20 09:38:00,3
2019-09-20 09:39:00,2
2019-09-20 09:40:00,2
2019-09-20 09:41:00,3
2019-09-20 09:42:00,1
2019-09-20 09:43:00,2
2019-09-20 09:44:00,1
2019-09-20 09:45:00,1
2019-09-20 09:46:00,2
2019-09-20 09:47:00,1
2019-09-20 09:48:00,1
2019-09-20 09:49:00,1
2019-09-20 09:50:00,1
2019-09-20 09:51:00,1
2019-09-20 09:52:00,2
2019-09-20 09:53:00,1
2019-09-20 09:54:00,2
2019-09-20 09:55:00,1
2019-09-20 09:56:00,3
2019-09-20 09:57:00,1
2019-09-20 09:58:00,1
2019-09-20 10:00:00,2
2019-09-20 10:01:00,1
2019-09-20 10:02:00,1
2019-09-20 10:03:00,2
2019-09-20 10:04:00,3
2019-09-20 10:06:00,1
2019-09-20 10:07:00,2
2019-09-20 10:08:00,1
2019-09-20 10:09:00,1
2019-09-20 10:10:00,1
2019-09-20 10:11:00,2
2019-09-20 10:12:00,1
2019-09-20 10:14:00,1
2019-09-20 10:15:00,1
2019-09-20 10:16:00,2
2019-09-20 10:18:00,2
2019-09-20 10:19:00,1
2019-09-20 10:21:00,1
2019-09-20 10:22:00,1
2019-09-20 10:23:00,2
2019-09-20 10:24:00,1
2019-09-20 10:26:00,2
2019-09-20 10:27:00,1
2019-09-20 10:28:00,1
2019-09-20 10:30:00,1
2019-09-20 10:31:00,3
2019-09-20 10:32:00,1
2019-09-20 10:34:00,2
2019-09-20 10:35:00,2
2019-09-20 10:36:00,1
2019-09-20 10:38:00,2
2019-09-20 10:39:00,2
2019-09-20 10:40:00,1
2019-09-20 10:42:00,2
2019-09-20 10:43:00,1
2019-09-20 10:44:00,1
2019-09-20 10:45:00,1
2019-09-20 10:46:00,2
2019-09-20 10:47:00,2
2019-09-20 10:49:00,1
2019-09-20 10:50:00,1
2019-09-20 10:51:00,2
2019-09-20 10:52:00,1
2019-09-20 10:53:00,1
2019-09-20 10:54:00,2
2019-09-20 10:55:00,1
2019-09-20 10:57:00,2
2019-09-20 10:58:00,1
2019-09-20 10:59:00,1
2019-09-20 11:01:00,1
2019-09-20 11:02:00,2
2019-09-20 11:03:00,1
2019-09-20 11:05:00,2
2019-09-20 11:06:00,1
2019-09-20 11:07:00,1
2019-09-20 11:08:00,1
2019-09-20 11:09:00,2
2019-09-20 11:10:00,1
2019-09-20 11:11:00,1
2019-09-20 11:12:00,1
2019-09-20 11:13:00,3
2019-09-20 11:15:00,1
2019-09-20 11:16:00,1
2019-09-20 11:17:00,1
2019-09-20 11:18:00,2
2019-09-20 11:20:00,2
2019-09-20 11:21:00,1
2019-09-20 11:22:00,2
2019-09-20 11:23:00,1
2019-09-20 11:24:00,1
2019-09-20 11:25:00,1
2019-09-20 11:26:00,2
2019-09-20 11:27:00,1
2019-09-20 11:29:00,3
2019-09-20 11:30:00,1
2019-09-20 11:31:00,1
2019-09-20 11:32:00,1
2019-09-20 11:33:00,2
2019-09-20 11:34:00,2
2019-09-20 11:35:00,1
2019-09-20 11:36:00,2
2019-09-20 11:37:00,2
2019-09-20 11:38:00,1
2019-09-20 11:39:00,1
2019-09-20 11:40:00,2
2019-09-20 11:41:00,1
2019-09-20 11:43:00,2
2019-09-20 11:44:00,1
2019-09-20 11:45:00,2
2019-09-20 11:46:00,1
2019-09-20 11:47:00,1
2019-09-20 11:48:00,2
2019-09-20 11:49:00,1
2019-09-20 11:50:00,2
2019-09-20 11:51:00,1
2019-09-20 11:52:00,2
2019-09-20 11:53:00,1
2019-09-20 11:54:00,1
2019-09-20 11:55:00,3
2019-09-20 11:56:00,1
2019-09-20 11:57:00,1
2019-09-20 11:58:00,3
2019-09-20 11:59:00,2
2019-09-20 12:01:00,1
2019-09-20 12:02:00,2
2019-09-20 12:03:00,1
2019-09-20 12:04:00,2
2019-09-20 12:05:00,2
2019-09-20 12:06:00,1
2019-09-20 12:07:00,1
2019-09-20 12:08:00,1
2019-09-20 12:09:00,3
2019-09-20 12:10:00,1
2019-09-20 12:11:00,2
2019-09-20 12:12:00,2
2019-09-20 12:13:00,1
2019-09-20 12:14:00,1
2019-09-20 12:15:00,2
2019-09-20 12:16:00,1
2019-09-20 12:18:00,1
2019-09-20 12:19:00,1
2019-09-20 12:20:00,1
2019-09-20 12:22:00,1
2019-09-20 12:23:00,2
2019-09-20 12:25:00,2
2019-09-20 12:26:00,1
2019-09-20 12:27:00,1
2019-09-20 12:28:00,1
2019-09-20 12:29:00,1
2019-09-20 12:30:00,1
2019-09-20 12:31:00,2
2019-09-20 12:32:00,1
2019-09-20 12:33:00,1
2019-09-20 12:35:00,1
2019-09-20 12:37:00,1
2019-09-20 12:38:00,1
2019-09-20 12:39:00,1
2019-09-20 12:43:00,1
2019-09-20 12:44:00,1
2019-09-20 12:46:00,2
2019-09-20 12:47:00,1
2019-09-20 12:48:00,1
2019-09-20 12:50:00,2
2019-09-20 12:51:00,1
2019-09-20 12:52:00,1
2019-09-20 12:53:00,1
2019-09-20 12:54:00,2
2019-09-20 12:55:00,1
2019-09-20 12:58:00,1
2019-09-20 12:59:00,1
2019-09-20 13:03:00,1
2019-09-20 13:04:00,1
2019-09-20 13:06:00,1
2019-09-20 13:10:00,1
2019-09-20 13:11:00,1
2019-09-20 13:14:00,1
2019-09-20 13:18:00,1
2019-09-20 13:19:00,1
2019-09-20 13:21:00,1
2019-09-20 13:22:00,1
2019-09-20 13:24:00,1
2019-09-20 13:26:00,1
2019-09-20 13:30:00,1
2019-09-20 13:31:00,1
2019-09-20 13:35:00,1
2019-09-20 13:37:00,1
2019-09-20 13:39:00,1
2019-09-20 13:41:00,1
2019-09-20 13:43:00,1
2019-09-20 13:44:00,1
2019-09-20 14:52:00,1
2019-09-20 14:54:00,1
2019-09-20 14:56:00,1
2019-09-20 14:59:00,1
2019-09-20 15:00:00,1
2019-09-20 15:01:00,1
2019-09-20 15:04:00,1
2019-09-20 15:06:00,1
2019-09-20 15:08:00,1
2019-09-20 15:10:00,1
2019-09-20 15:12:00,1
2019-09-20 15:14:00,1
2019-09-20 15:16:00,1
2019-09-20 15:19:00,1
2019-09-20 15:20:00,1
2019-09-20 15:22:00,1
2019-09-20 15:23:00,1
2019-09-20 15:24:00,1
2019-09-20 15:26:00,1
2019-09-20 15:27:00,1
2019-09-20 15:30:00,1
2019-09-20 15:31:00,1
2019-09-20 15:33:00,1
2019-09-20 15:36:00,1
2019-09-20 15:37:00,1
2019-09-20 15:39:00,1
2019-09-20 15:40:00,1
2019-09-20 15:41:00,1
2019-09-20 15:45:00,1
2019-09-20 15:47:00,1
2019-09-20 15:49:00,1
2019-09-20 15:50:00,1
2019-09-20 15:52:00,1
2019-09-20 15:55:00,1
2019-09-20 15:56:00,1
2019-09-20 15:57:00,2
2019-09-20 16:00:00,1
2019-09-20 16:01:00,1
2019-09-20 16:02:00,1
2019-09-20 16:03:00,1
2019-09-20 16:04:00,1
2019-09-20 16:06:00,1
2019-09-20 16:07:00,1
2019-09-20 16:08:00,1
2019-09-20 16:09:00,2
2019-09-20 16:11:00,1
2019-09-20 16:13:00,1
2019-09-20 16:14:00,1
2019-09-20 16:15:00,1
2019-09-20 16:17:00,2
2019-09-20 16:18:00,1
2019-09-20 16:21:00,1
2019-09-20 16:22:00,1
2019-09-20 16:24:00,1
2019-09-20 16:25:00,1
2019-09-20 16:26:00,1
2019-09-20 16:28:00,1
2019-09-20 16:32:00,1
2019-09-20 16:34:00,2
2019-09-20 16:35:00,1
2019-09-20 16:36:00,1
2019-09-20 16:37:00,1
2019-09-20 16:38:00,1
2019-09-20 16:39:00,1
2019-09-20 16:41:00,1
2019-09-20 16:43:00,1
2019-09-20 16:46:00,1
2019-09-20 16:47:00,1
2019-09-20 16:48:00,1
2019-09-20 16:50:00,1
2019-09-20 16:53:00,1
2019-09-20 16:55:00,1
2019-09-20 16:56:00,1
2019-09-20 16:57:00,1
2019-09-20 16:58:00,1
2019-09-20 16:59:00,1
2019-09-20 17:02:00,2
2019-09-20 17:03:00,1
2019-09-20 17:04:00,1
2019-09-20 17:05:00,2
2019-09-20 17:07:00,2
2019-09-20 17:10:00,2
2019-09-20 17:12:00,2
2019-09-20 17:13:00,1
2019-09-20 17:15:00,1
2019-09-20 17:16:00,1
2019-09-20 17:18:00,1
2019-09-20 17:22:00,1
2019-09-20 17:24:00,1
2019-09-20 17:25:00,1
2019-09-20 17:28:00,1
2019-09-20 17:31:00,1
2019-09-20 17:34:00,2
2019-09-20 17:38:00,1
2019-09-20 17:43:00,1
2019-09-20 17:50:00,1
2019-09-20 17:56:00,1
2019-09-20 18:00:00,1
2019-09-20 18:02:00,1
2019-09-20 18:07:00,1
2019-09-20 18:08:00,1
2019-09-20 18:12:00,1
2019-09-20 18:16:00,1
2019-09-20 18:20:00,1
2019-09-20 18:24:00,1
2019-09-20 18:29:00,1
2019-09-20 18:32:00,1
2019-09-20 18:35:00,1
2019-09-20 18:38:00,1
2019-09-20 18:39:00,1
2019-09-20 18:41:00,1
2019-09-20 18:42:00,1
2019-09-20 18:44:00,1
2019-09-20 18:48:00,1
2019-09-20 18:52:00,1
2019-09-20 18:53:00,1
2019-09-20 18:56:00,1
2019-09-20 18:57:00,1
2019-09-20 19:00:00,1
2019-09-20 19:05:00,1
2019-09-20 19:08:00,1
2019-09-20 19:13:00,1
2019-09-20 19:14:00,1
2019-09-20 19:18:00,1
2019-09-20 19:22:00,1
2019-09-20 19:25:00,1
2019-09-20 19:28:00,1
2019-09-20 19:31:00,1
2019-09-20 19:34:00,2
2019-09-20 19:38:00,1
2019-09-20 19:40:00,1
2019-09-20 19:41:00,1
2019-09-20 19:42:00,1
2019-09-20 19:43:00,1
2019-09-20 19:44:00,1
2019-09-20 19:45:00,1
2019-09-20 19:48:00,1
2019-09-20 19:52:00,1
2019-09-20 19:55:00,1
2019-09-20 19:56:00,1
2019-09-20 20:01:00,1
2019-09-20 20:11:00,1
2019-09-20 20:15:00,1
2019-09-20 20:20:00,1
2019-09-20 20:24:00,1
2019-09-20 20:28:00,1
2019-09-20 20:32:00,1
2019-09-20 20:33:00,2
2019-09-20 20:36:00,1
2019-09-20 20:37:00,1
2019-09-20 20:41:00,1
2019-09-20 20:43:00,1
2019-09-20 20:44:00,2
2019-09-20 20:48:00,1
2019-09-20 20:49:00,1
2019-09-20 20:52:00,1
2019-09-20 20:56:00,1
2019-09-20 20:59:00,1
2019-09-20 21:00:00,1
2019-09-20 21:02:00,1
2019-09-20 21:04:00,1
2019-09-20 21:08:00,1
2019-09-20 21:10:00,1
2019-09-20 21:14:00,1
2019-09-20 21:15:00,1
2019-09-20 21:19:00,1
2019-09-20 21:21:00,1
2019-09-20 21:25:00,1
2019-09-20 21:29:00,1
2019-09-20 21:30:00,1
2019-09-20 21:34:00,1
2019-09-20 21:40:00,1
2019-09-20 21:41:00,1
2019-09-20 21:43:00,1
2019-09-20 21:44:00,1
2019-09-20 21:48:00,1
2019-09-20 21:51:00,1
2019-09-20 21:55:00,1
2019-09-20 21:59:00,1
2019-09-20 22:03:00,1
2019-09-20 22:05:00,1
2019-09-20 22:11:00,1
2019-09-20 22:14:00,1
2019-09-20 22:16:00,1
2019-09-20 22:21:00,1
2019-09-20 22:25:00,1
2019-09-20 22:26:00,1
2019-09-20 22:30:00,1
2019-09-20 22:33:00,1
2019-09-20 22:36:00,1
2019-09-20 22:40:00,1
2019-09-20 22:42:00,1
2019-09-20 22:45:00,1
2019-09-20 22:48:00,1
2019-09-20 22:52:00,1
2019-09-20 22:54:00,1
2019-09-20 22:56:00,1
2019-09-20 22:58:00,1
2019-09-20 23:00:00,1
2019-09-20 23:02:00,1
2019-09-20 23:04:00,1
2019-09-20 23:07:00,1
2019-09-20 23:11:00,1
2019-09-20 23:14:00,1
2019-09-20 23:18:00,1
2019-09-20 23:21:00,1
2019-09-20 23:24:00,1
2019-09-20 23:25:00,1
2019-09-20 23:29:00,1
2019-09-20 23:33:00,1
2019-09-20 23:35:00,1
2019-09-20 23:38:00,1
2019-09-20 23:42:00,1
2019-09-20 23:44:00,1
2019-09-20 23:45:00,1
2019-09-20 23:47:00,1
2019-09-20 23:51:00,1
2019-09-20 23:54:00,1
2019-09-20 23:58:00,1
