104,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-09-20 01:18:00,1
2019-09-20 01:54:00,1
2019-09-20 01:55:00,2
2019-09-20 01:56:00,1
2019-09-20 02:18:00,1
2019-09-20 05:23:00,1
2019-09-20 05:31:00,1
2019-09-20 06:37:00,1
2019-09-20 07:09:00,1
2019-09-20 07:42:00,1
2019-09-20 07:45:00,1
2019-09-20 08:47:00,1
2019-09-20 09:31:00,1
2019-09-20 11:19:00,1
2019-09-20 11:22:00,1
2019-09-20 11:30:00,2
2019-09-20 11:31:00,1
2019-09-20 11:35:00,1
2019-09-20 11:36:00,1
2019-09-20 12:01:00,1
2019-09-20 12:27:00,1
2019-09-20 12:34:00,1
2019-09-20 12:36:00,1
2019-09-20 12:38:00,1
2019-09-20 12:43:00,1
2019-09-20 12:45:00,1
2019-09-20 13:12:00,1
2019-09-20 14:00:00,1
2019-09-20 15:57:00,1
2019-09-20 17:07:00,1
2019-09-20 18:05:00,1
2019-09-20 18:40:00,2
2019-09-20 19:09:00,1
2019-09-20 19:56:00,1
2019-09-20 19:58:00,1
2019-09-20 20:08:00,1
2019-09-20 20:10:00,1
2019-09-20 20:11:00,1
2019-09-20 20:12:00,2
2019-09-20 20:13:00,1
2019-09-20 20:14:00,1
2019-09-20 20:15:00,1
2019-09-20 20:17:00,1
2019-09-20 20:18:00,1
2019-09-20 20:21:00,1
2019-09-20 20:26:00,2
2019-09-20 20:27:00,1
2019-09-20 20:32:00,1
2019-09-20 20:34:00,1
2019-09-20 20:35:00,1
2019-09-20 20:37:00,1
2019-09-20 20:38:00,1
2019-09-20 20:42:00,1
2019-09-20 20:45:00,1
2019-09-20 20:46:00,1
2019-09-20 20:47:00,2
2019-09-20 20:48:00,2
2019-09-20 20:49:00,3
2019-09-20 20:50:00,1
2019-09-20 20:51:00,1
2019-09-20 20:52:00,1
2019-09-20 20:53:00,2
2019-09-20 20:57:00,1
2019-09-20 20:59:00,1
2019-09-20 21:00:00,1
2019-09-20 21:04:00,1
2019-09-20 21:05:00,1
2019-09-20 21:06:00,1
2019-09-20 21:11:00,1
2019-09-20 21:12:00,1
2019-09-20 21:14:00,1
2019-09-20 21:16:00,1
2019-09-20 21:17:00,1
2019-09-20 21:22:00,1
2019-09-20 21:24:00,2
2019-09-20 21:25:00,1
2019-09-20 21:36:00,1
2019-09-20 21:50:00,1
2019-09-20 21:52:00,1
2019-09-20 22:13:00,1
2019-09-20 22:20:00,1
2019-09-20 22:22:00,1
2019-09-20 22:34:00,1
2019-09-20 22:38:00,1
2019-09-20 22:39:00,1
2019-09-20 22:43:00,1
2019-09-20 22:45:00,1
2019-09-20 22:46:00,1
2019-09-20 23:26:00,1
2019-09-20 23:28:00,1
2019-09-20 23:40:00,1
2019-09-20 23:46:00,1
2019-09-20 23:55:00,1
