272,select * from dbo.fDocColumns(&&&)
2019-09-20 00:00:00,1
2019-09-20 00:01:00,2
2019-09-20 00:04:00,2
2019-09-20 00:05:00,1
2019-09-20 00:06:00,2
2019-09-20 00:07:00,1
2019-09-20 00:08:00,2
2019-09-20 00:09:00,12
2019-09-20 00:10:00,1
2019-09-20 00:11:00,2
2019-09-20 00:16:00,6
2019-09-20 00:21:00,1
2019-09-20 00:22:00,1
2019-09-20 00:23:00,2
2019-09-20 00:28:00,1
2019-09-20 00:42:00,1
2019-09-20 00:57:00,2
2019-09-20 00:59:00,1
2019-09-20 01:02:00,1
2019-09-20 01:07:00,2
2019-09-20 01:09:00,1
2019-09-20 01:10:00,1
2019-09-20 01:11:00,8
2019-09-20 01:12:00,1
2019-09-20 01:14:00,1
2019-09-20 01:21:00,2
2019-09-20 01:26:00,2
2019-09-20 01:39:00,1
2019-09-20 02:03:00,1
2019-09-20 02:09:00,2
2019-09-20 02:36:00,1
2019-09-20 02:41:00,2
2019-09-20 02:42:00,1
2019-09-20 02:44:00,2
2019-09-20 02:52:00,1
2019-09-20 03:22:00,1
2019-09-20 03:36:00,2
2019-09-20 03:43:00,4
2019-09-20 03:44:00,5
2019-09-20 03:45:00,1
2019-09-20 04:13:00,1
2019-09-20 04:41:00,1
2019-09-20 04:53:00,1
2019-09-20 05:07:00,1
2019-09-20 05:15:00,1
2019-09-20 05:29:00,2
2019-09-20 05:57:00,2
2019-09-20 06:04:00,1
2019-09-20 06:05:00,1
2019-09-20 06:06:00,1
2019-09-20 06:21:00,1
2019-09-20 06:44:00,1
2019-09-20 06:45:00,1
2019-09-20 07:33:00,1
2019-09-20 07:40:00,1
2019-09-20 08:06:00,1
2019-09-20 08:12:00,2
2019-09-20 08:14:00,1
2019-09-20 09:36:00,1
2019-09-20 09:53:00,2
2019-09-20 09:55:00,1
2019-09-20 09:56:00,1
2019-09-20 09:59:00,1
2019-09-20 10:04:00,2
2019-09-20 10:16:00,1
2019-09-20 10:17:00,1
2019-09-20 10:18:00,1
2019-09-20 10:23:00,1
2019-09-20 10:24:00,1
2019-09-20 10:52:00,2
2019-09-20 10:54:00,2
2019-09-20 10:57:00,1
2019-09-20 11:10:00,1
2019-09-20 11:15:00,2
2019-09-20 11:31:00,2
2019-09-20 11:48:00,1
2019-09-20 12:14:00,1
2019-09-20 12:22:00,1
2019-09-20 12:29:00,1
2019-09-20 12:31:00,7
2019-09-20 12:32:00,2
2019-09-20 12:33:00,11
2019-09-20 12:38:00,2
2019-09-20 12:46:00,1
2019-09-20 13:01:00,2
2019-09-20 13:02:00,1
2019-09-20 13:07:00,1
2019-09-20 13:09:00,1
2019-09-20 13:34:00,1
2019-09-20 13:35:00,1
2019-09-20 13:40:00,1
2019-09-20 13:41:00,1
2019-09-20 13:46:00,1
2019-09-20 13:54:00,2
2019-09-20 13:57:00,1
2019-09-20 14:01:00,2
2019-09-20 14:07:00,2
2019-09-20 14:14:00,1
2019-09-20 14:25:00,3
2019-09-20 14:26:00,2
2019-09-20 14:32:00,1
2019-09-20 14:45:00,1
2019-09-20 14:47:00,1
2019-09-20 14:51:00,1
2019-09-20 15:06:00,2
2019-09-20 15:19:00,1
2019-09-20 15:21:00,1
2019-09-20 15:26:00,1
2019-09-20 15:36:00,1
2019-09-20 16:22:00,1
2019-09-20 16:27:00,1
2019-09-20 16:45:00,1
2019-09-20 17:04:00,1
2019-09-20 17:14:00,2
2019-09-20 17:17:00,3
2019-09-20 17:28:00,1
2019-09-20 17:40:00,2
2019-09-20 17:49:00,2
2019-09-20 18:05:00,1
2019-09-20 18:20:00,1
2019-09-20 18:35:00,1
2019-09-20 18:38:00,2
2019-09-20 18:41:00,1
2019-09-20 18:44:00,2
2019-09-20 18:45:00,2
2019-09-20 18:48:00,2
2019-09-20 19:03:00,1
2019-09-20 19:13:00,1
2019-09-20 19:24:00,2
2019-09-20 19:27:00,1
2019-09-20 19:28:00,1
2019-09-20 19:29:00,2
2019-09-20 19:30:00,1
2019-09-20 19:32:00,1
2019-09-20 19:49:00,1
2019-09-20 19:50:00,2
2019-09-20 20:17:00,2
2019-09-20 20:23:00,1
2019-09-20 20:34:00,2
2019-09-20 20:49:00,1
2019-09-20 20:55:00,1
2019-09-20 21:02:00,2
2019-09-20 21:37:00,1
2019-09-20 21:40:00,1
2019-09-20 21:52:00,2
2019-09-20 21:53:00,1
2019-09-20 21:54:00,3
2019-09-20 21:55:00,3
2019-09-20 21:56:00,4
2019-09-20 21:57:00,4
2019-09-20 21:58:00,2
2019-09-20 22:13:00,1
2019-09-20 22:23:00,2
2019-09-20 22:24:00,1
2019-09-20 22:43:00,1
2019-09-20 22:49:00,1
2019-09-20 23:13:00,2
2019-09-20 23:14:00,1
2019-09-20 23:16:00,1
2019-09-20 23:19:00,1
2019-09-20 23:21:00,1
2019-09-20 23:24:00,2
2019-09-20 23:40:00,1
