63,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-20 00:45:00,1
2019-09-20 01:16:00,9
2019-09-20 01:20:00,1
2019-09-20 01:45:00,1
2019-09-20 02:46:00,1
2019-09-20 03:45:00,1
2019-09-20 04:46:00,1
2019-09-20 05:45:00,1
2019-09-20 06:45:00,1
2019-09-20 07:44:00,1
2019-09-20 08:45:00,1
2019-09-20 09:40:00,9
2019-09-20 09:50:00,1
2019-09-20 10:05:00,9
2019-09-20 10:19:00,1
2019-09-20 10:44:00,1
2019-09-20 11:44:00,1
2019-09-20 12:46:00,1
2019-09-20 12:57:00,1
2019-09-20 13:46:00,1
2019-09-20 14:46:00,1
2019-09-20 15:45:00,1
2019-09-20 16:06:00,1
2019-09-20 16:11:00,1
2019-09-20 16:17:00,1
2019-09-20 16:22:00,9
2019-09-20 16:43:00,1
2019-09-20 16:46:00,1
2019-09-20 17:45:00,1
2019-09-20 18:46:00,1
2019-09-20 19:45:00,1
