4,"SELECT TOP # SpecObjAll.SpecObjID, SpecObjAll.plate, SpecObjAll.fiberID, SpecObjAll.mjd, PhotoObjAll.camCol, PhotoObjAll.run, PhotoObjAll.rerun,    PhotoObjAll.r, PhotoObjAll.i, PhotoObjAll.g, PhotoObjAll.u, PhotoObjAll.deVRad_r, PhotoObjAll.deVRad_i, PhotoObjAll.deVRadErr_r, PhotoObjAll.deVRadErr_i, PhotoObjAll.q_r,   PhotoObjAll.q_i, PhotoObjAll.qERR_r, PhotoObjAll.qERR_i, PhotoObjAll.u_r, PhotoObjAll.u_i, PhotoObjAll.uERR_r, PhotoObjAll.uERR_i,    galSpecExtra.lgm_tot_p5#, SpecObjAll.z, SpecObjAll.snMedian, PhotoObjAll.ra, PhotoObjAll.dec,  emissionLinesPort.Flux_Hb_#,    PhotoObjAll.deVAB_u, PhotoObjAll.fiberMag_r, PhotoObjAll.petroMag_u from PhotoObjAll, SpecObjAll, galSpecExtra, emissionLinesPort   WHERE SpecObjAll.z < # AND SpecObjAll.z > # AND galSpecExtra.lgm_tot_p5# > # AND PhotoObjAll.deVRad_r > # AND SpecObjAll.class = &&&    AND PhotoObjAll.deVRadErr_r < # AND SpecObjAll.zWarning = # AND PhotoObjAll.g > # AND PhotoObjAll.r > # AND PhotoObjAll.i > # AND PhotoObjAll.u > #   AND PhotoObjAll.SPecObjID = SpecObjAll.SpecObjID AND  galSpecExtra.SpecObjID = SpecObjAll.SpecObjID AND emissionLinesPort.SpecObjID = SpecObjAll.SpecObjID"
2019-09-20 19:29:00,1
2019-09-20 19:31:00,2
2019-09-20 19:34:00,1
