7,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid from galaxy p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-09-20 02:10:00,1
2019-09-20 02:11:00,1
2019-09-20 02:18:00,3
2019-09-20 03:03:00,1
2019-09-20 04:17:00,1
