12,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-20 10:11:00,1
2019-09-20 10:51:00,1
2019-09-20 12:58:00,1
2019-09-20 13:25:00,1
2019-09-20 13:57:00,1
2019-09-20 14:28:00,1
2019-09-20 15:24:00,1
2019-09-20 15:38:00,1
2019-09-20 16:13:00,1
2019-09-20 16:55:00,1
2019-09-20 17:36:00,1
2019-09-20 18:38:00,1
