23,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g, p.r, p.i, p.z,    p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z    FROM fGetObjFromRect(#,#,#,#) n,   PhotoPrimary p    WHERE n.objID=p.objID"
2019-11-03 02:50:00,4
2019-11-03 02:51:00,2
2019-11-03 04:02:00,1
2019-11-03 05:54:00,1
2019-11-03 06:59:00,2
2019-11-03 07:00:00,3
2019-11-03 07:01:00,3
2019-11-03 07:02:00,3
2019-11-03 07:03:00,2
2019-11-03 12:41:00,1
2019-11-03 22:29:00,1
