450,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-03 00:00:00,1
2019-11-03 00:02:00,1
2019-11-03 00:04:00,1
2019-11-03 00:06:00,1
2019-11-03 00:11:00,1
2019-11-03 00:15:00,2
2019-11-03 00:20:00,1
2019-11-03 00:24:00,3
2019-11-03 00:26:00,2
2019-11-03 00:28:00,1
2019-11-03 00:32:00,1
2019-11-03 00:37:00,1
2019-11-03 00:41:00,2
2019-11-03 00:46:00,1
2019-11-03 00:50:00,1
2019-11-03 00:55:00,1
2019-11-03 00:59:00,1
2019-11-03 01:03:00,1
2019-11-03 01:08:00,2
2019-11-03 01:13:00,1
2019-11-03 01:17:00,1
2019-11-03 01:21:00,1
2019-11-03 01:31:00,2
2019-11-03 01:32:00,3
2019-11-03 01:34:00,1
2019-11-03 01:36:00,1
2019-11-03 01:37:00,1
2019-11-03 01:39:00,2
2019-11-03 01:41:00,1
2019-11-03 01:43:00,2
2019-11-03 01:45:00,2
2019-11-03 01:47:00,3
2019-11-03 01:49:00,1
2019-11-03 01:53:00,1
2019-11-03 01:54:00,1
2019-11-03 01:58:00,1
2019-11-03 02:03:00,1
2019-11-03 02:04:00,1
2019-11-03 02:05:00,1
2019-11-03 02:06:00,1
2019-11-03 02:11:00,2
2019-11-03 02:16:00,1
2019-11-03 02:17:00,1
2019-11-03 02:18:00,1
2019-11-03 02:22:00,2
2019-11-03 02:25:00,1
2019-11-03 02:29:00,1
2019-11-03 02:31:00,1
2019-11-03 02:33:00,1
2019-11-03 02:35:00,1
2019-11-03 02:39:00,2
2019-11-03 02:42:00,1
2019-11-03 02:45:00,1
2019-11-03 02:47:00,2
2019-11-03 02:52:00,1
2019-11-03 02:57:00,2
2019-11-03 02:59:00,1
2019-11-03 03:04:00,1
2019-11-03 03:08:00,1
2019-11-03 03:11:00,1
2019-11-03 03:13:00,1
2019-11-03 03:16:00,2
2019-11-03 03:21:00,1
2019-11-03 03:25:00,1
2019-11-03 03:32:00,1
2019-11-03 03:39:00,1
2019-11-03 03:46:00,1
2019-11-03 03:54:00,1
2019-11-03 04:01:00,1
2019-11-03 04:08:00,1
2019-11-03 04:15:00,1
2019-11-03 04:20:00,2
2019-11-03 04:25:00,1
2019-11-03 04:27:00,1
2019-11-03 04:29:00,1
2019-11-03 04:31:00,1
2019-11-03 04:32:00,2
2019-11-03 04:36:00,1
2019-11-03 04:41:00,1
2019-11-03 04:45:00,1
2019-11-03 04:50:00,1
2019-11-03 04:54:00,1
2019-11-03 04:59:00,1
2019-11-03 05:06:00,1
2019-11-03 05:13:00,2
2019-11-03 05:14:00,1
2019-11-03 05:21:00,1
2019-11-03 05:23:00,1
2019-11-03 05:25:00,1
2019-11-03 05:28:00,1
2019-11-03 05:29:00,1
2019-11-03 05:30:00,1
2019-11-03 05:31:00,1
2019-11-03 05:32:00,1
2019-11-03 05:35:00,1
2019-11-03 05:37:00,1
2019-11-03 05:38:00,1
2019-11-03 05:39:00,2
2019-11-03 05:41:00,2
2019-11-03 05:43:00,1
2019-11-03 05:51:00,2
2019-11-03 05:55:00,1
2019-11-03 06:00:00,1
2019-11-03 06:04:00,1
2019-11-03 06:09:00,1
2019-11-03 06:13:00,1
2019-11-03 06:18:00,1
2019-11-03 06:22:00,1
2019-11-03 06:25:00,2
2019-11-03 06:30:00,1
2019-11-03 06:36:00,1
2019-11-03 06:38:00,1
2019-11-03 06:40:00,1
2019-11-03 06:44:00,1
2019-11-03 06:46:00,1
2019-11-03 06:53:00,1
2019-11-03 06:58:00,1
2019-11-03 07:02:00,1
2019-11-03 07:10:00,1
2019-11-03 07:17:00,1
2019-11-03 07:19:00,1
2019-11-03 07:23:00,2
2019-11-03 07:27:00,1
2019-11-03 07:32:00,1
2019-11-03 07:34:00,1
2019-11-03 07:39:00,1
2019-11-03 07:41:00,1
2019-11-03 07:44:00,1
2019-11-03 07:47:00,1
2019-11-03 07:51:00,1
2019-11-03 07:56:00,2
2019-11-03 08:00:00,1
2019-11-03 08:05:00,1
2019-11-03 08:09:00,1
2019-11-03 08:14:00,1
2019-11-03 08:18:00,1
2019-11-03 08:23:00,1
2019-11-03 08:27:00,1
2019-11-03 08:32:00,2
2019-11-03 08:37:00,1
2019-11-03 08:40:00,1
2019-11-03 08:44:00,1
2019-11-03 08:48:00,1
2019-11-03 08:49:00,1
2019-11-03 08:50:00,1
2019-11-03 08:52:00,1
2019-11-03 08:57:00,1
2019-11-03 09:01:00,1
2019-11-03 09:06:00,2
2019-11-03 09:10:00,1
2019-11-03 09:15:00,2
2019-11-03 09:17:00,1
2019-11-03 09:19:00,1
2019-11-03 09:21:00,1
2019-11-03 09:23:00,1
2019-11-03 09:27:00,1
2019-11-03 09:30:00,1
2019-11-03 09:35:00,1
2019-11-03 09:39:00,1
2019-11-03 09:41:00,1
2019-11-03 09:46:00,1
2019-11-03 09:50:00,1
2019-11-03 09:55:00,1
2019-11-03 09:59:00,3
2019-11-03 10:04:00,1
2019-11-03 10:09:00,1
2019-11-03 10:10:00,1
2019-11-03 10:12:00,1
2019-11-03 10:17:00,1
2019-11-03 10:21:00,1
2019-11-03 10:26:00,1
2019-11-03 10:31:00,1
2019-11-03 10:35:00,1
2019-11-03 10:44:00,2
2019-11-03 10:52:00,1
2019-11-03 10:56:00,1
2019-11-03 10:58:00,1
2019-11-03 11:03:00,3
2019-11-03 11:07:00,1
2019-11-03 11:09:00,1
2019-11-03 11:10:00,1
2019-11-03 11:14:00,1
2019-11-03 11:19:00,1
2019-11-03 11:21:00,1
2019-11-03 11:23:00,1
2019-11-03 11:30:00,1
2019-11-03 11:34:00,1
2019-11-03 11:49:00,1
2019-11-03 11:56:00,1
2019-11-03 11:58:00,1
2019-11-03 12:05:00,1
2019-11-03 12:10:00,1
2019-11-03 12:14:00,1
2019-11-03 12:19:00,1
2019-11-03 12:23:00,1
2019-11-03 12:31:00,1
2019-11-03 12:38:00,1
2019-11-03 12:40:00,1
2019-11-03 12:45:00,1
2019-11-03 12:47:00,1
2019-11-03 12:48:00,1
2019-11-03 12:53:00,1
2019-11-03 12:57:00,1
2019-11-03 13:02:00,2
2019-11-03 13:06:00,1
2019-11-03 13:11:00,1
2019-11-03 13:16:00,1
2019-11-03 13:17:00,1
2019-11-03 13:25:00,1
2019-11-03 13:29:00,1
2019-11-03 13:31:00,1
2019-11-03 13:34:00,1
2019-11-03 13:36:00,1
2019-11-03 13:40:00,1
2019-11-03 13:45:00,1
2019-11-03 13:52:00,1
2019-11-03 13:57:00,1
2019-11-03 14:04:00,1
2019-11-03 14:11:00,1
2019-11-03 14:18:00,1
2019-11-03 14:26:00,1
2019-11-03 14:33:00,1
2019-11-03 14:35:00,1
2019-11-03 14:38:00,1
2019-11-03 14:50:00,1
2019-11-03 14:52:00,1
2019-11-03 14:56:00,1
2019-11-03 15:04:00,1
2019-11-03 15:05:00,1
2019-11-03 15:07:00,1
2019-11-03 15:12:00,1
2019-11-03 15:19:00,1
2019-11-03 15:24:00,1
2019-11-03 15:27:00,1
2019-11-03 15:32:00,2
2019-11-03 15:34:00,1
2019-11-03 15:36:00,1
2019-11-03 15:37:00,1
2019-11-03 15:38:00,1
2019-11-03 15:42:00,1
2019-11-03 15:51:00,1
2019-11-03 15:53:00,1
2019-11-03 15:55:00,1
2019-11-03 16:00:00,1
2019-11-03 16:04:00,1
2019-11-03 16:09:00,2
2019-11-03 16:11:00,1
2019-11-03 16:13:00,1
2019-11-03 16:16:00,1
2019-11-03 16:18:00,1
2019-11-03 16:21:00,2
2019-11-03 16:26:00,1
2019-11-03 16:33:00,1
2019-11-03 16:37:00,1
2019-11-03 16:45:00,1
2019-11-03 16:52:00,1
2019-11-03 16:55:00,1
2019-11-03 16:57:00,1
2019-11-03 17:01:00,3
2019-11-03 17:06:00,1
2019-11-03 17:10:00,1
2019-11-03 17:12:00,1
2019-11-03 17:14:00,1
2019-11-03 17:17:00,1
2019-11-03 17:21:00,1
2019-11-03 17:26:00,1
2019-11-03 17:28:00,1
2019-11-03 17:32:00,1
2019-11-03 17:34:00,2
2019-11-03 17:36:00,3
2019-11-03 17:38:00,1
2019-11-03 17:43:00,1
2019-11-03 17:47:00,1
2019-11-03 17:52:00,4
2019-11-03 17:54:00,1
2019-11-03 17:56:00,1
2019-11-03 17:58:00,1
2019-11-03 18:02:00,1
2019-11-03 18:05:00,1
2019-11-03 18:10:00,1
2019-11-03 18:11:00,1
2019-11-03 18:16:00,1
2019-11-03 18:20:00,1
2019-11-03 18:25:00,1
2019-11-03 18:27:00,1
2019-11-03 18:31:00,3
2019-11-03 18:36:00,1
2019-11-03 18:40:00,1
2019-11-03 18:45:00,2
2019-11-03 18:49:00,1
2019-11-03 18:51:00,1
2019-11-03 18:54:00,1
2019-11-03 18:58:00,2
2019-11-03 19:00:00,1
2019-11-03 19:02:00,1
2019-11-03 19:04:00,3
2019-11-03 19:11:00,1
2019-11-03 19:18:00,1
2019-11-03 19:25:00,2
2019-11-03 19:30:00,1
2019-11-03 19:32:00,1
2019-11-03 19:34:00,1
2019-11-03 19:38:00,1
2019-11-03 19:42:00,1
2019-11-03 19:47:00,1
2019-11-03 19:51:00,1
2019-11-03 19:58:00,1
2019-11-03 20:00:00,1
2019-11-03 20:02:00,1
2019-11-03 20:06:00,1
2019-11-03 20:13:00,1
2019-11-03 20:14:00,1
2019-11-03 20:21:00,1
2019-11-03 20:23:00,1
2019-11-03 20:24:00,5
2019-11-03 20:29:00,1
2019-11-03 20:30:00,2
2019-11-03 20:31:00,1
2019-11-03 20:35:00,1
2019-11-03 20:37:00,2
2019-11-03 20:42:00,1
2019-11-03 20:46:00,1
2019-11-03 20:51:00,1
2019-11-03 20:54:00,1
2019-11-03 20:55:00,2
2019-11-03 21:00:00,1
2019-11-03 21:05:00,2
2019-11-03 21:09:00,1
2019-11-03 21:11:00,1
2019-11-03 21:13:00,1
2019-11-03 21:18:00,1
2019-11-03 21:22:00,1
2019-11-03 21:27:00,1
2019-11-03 21:28:00,1
2019-11-03 21:31:00,1
2019-11-03 21:36:00,1
2019-11-03 21:40:00,1
2019-11-03 21:45:00,1
2019-11-03 21:49:00,4
2019-11-03 21:54:00,1
2019-11-03 22:01:00,1
2019-11-03 22:03:00,1
2019-11-03 22:05:00,1
2019-11-03 22:09:00,2
2019-11-03 22:14:00,2
2019-11-03 22:18:00,1
2019-11-03 22:21:00,1
2019-11-03 22:24:00,2
2019-11-03 22:28:00,1
2019-11-03 22:33:00,1
2019-11-03 22:37:00,2
2019-11-03 22:42:00,1
2019-11-03 22:45:00,1
2019-11-03 22:46:00,1
2019-11-03 22:54:00,1
2019-11-03 22:56:00,1
2019-11-03 23:06:00,1
2019-11-03 23:13:00,2
2019-11-03 23:17:00,1
2019-11-03 23:19:00,1
2019-11-03 23:21:00,1
2019-11-03 23:23:00,1
2019-11-03 23:25:00,1
2019-11-03 23:27:00,1
2019-11-03 23:30:00,1
2019-11-03 23:32:00,1
2019-11-03 23:34:00,1
2019-11-03 23:36:00,1
2019-11-03 23:37:00,1
2019-11-03 23:40:00,1
2019-11-03 23:42:00,1
2019-11-03 23:45:00,2
2019-11-03 23:49:00,1
2019-11-03 23:52:00,2
2019-11-03 23:55:00,1
2019-11-03 23:58:00,1
