226,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-03 00:45:00,1
2019-11-03 03:45:00,1
2019-11-03 04:30:00,1
2019-11-03 04:45:00,1
2019-11-03 06:30:00,2
2019-11-03 06:50:00,1
2019-11-03 07:35:00,29
2019-11-03 07:36:00,19
2019-11-03 07:45:00,1
2019-11-03 07:48:00,1
2019-11-03 08:50:00,1
2019-11-03 08:54:00,2
2019-11-03 09:40:00,1
2019-11-03 09:42:00,1
2019-11-03 09:45:00,6
2019-11-03 10:30:00,5
2019-11-03 11:20:00,1
2019-11-03 12:45:00,1
2019-11-03 12:47:00,1
2019-11-03 13:45:00,1
2019-11-03 14:30:00,5
2019-11-03 15:50:00,32
2019-11-03 15:51:00,36
2019-11-03 15:52:00,37
2019-11-03 15:53:00,8
2019-11-03 19:40:00,16
2019-11-03 21:00:00,14
2019-11-03 21:25:00,1
