104,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-03 00:09:00,1
2019-11-03 00:17:00,1
2019-11-03 00:26:00,1
2019-11-03 00:36:00,1
2019-11-03 00:37:00,1
2019-11-03 00:50:00,1
2019-11-03 00:59:00,7
2019-11-03 01:00:00,3
2019-11-03 01:04:00,4
2019-11-03 01:08:00,4
2019-11-03 01:09:00,2
2019-11-03 01:14:00,2
2019-11-03 01:15:00,4
2019-11-03 01:16:00,2
2019-11-03 01:17:00,2
2019-11-03 01:18:00,1
2019-11-03 01:19:00,1
2019-11-03 01:21:00,3
2019-11-03 01:24:00,1
2019-11-03 01:25:00,2
2019-11-03 01:26:00,1
2019-11-03 01:28:00,5
2019-11-03 01:41:00,1
2019-11-03 01:43:00,2
2019-11-03 01:46:00,1
2019-11-03 01:48:00,1
2019-11-03 01:50:00,1
2019-11-03 01:51:00,2
2019-11-03 01:52:00,2
2019-11-03 01:56:00,3
2019-11-03 01:57:00,3
2019-11-03 02:00:00,1
2019-11-03 02:04:00,2
2019-11-03 02:05:00,1
2019-11-03 02:09:00,1
2019-11-03 02:12:00,1
2019-11-03 02:14:00,2
2019-11-03 02:17:00,1
2019-11-03 02:18:00,1
2019-11-03 02:19:00,1
2019-11-03 02:20:00,1
2019-11-03 02:21:00,1
2019-11-03 02:24:00,2
2019-11-03 02:28:00,1
2019-11-03 02:29:00,1
2019-11-03 02:35:00,1
2019-11-03 02:39:00,1
2019-11-03 02:43:00,1
2019-11-03 02:45:00,1
2019-11-03 02:47:00,1
2019-11-03 03:02:00,1
2019-11-03 03:03:00,1
2019-11-03 03:05:00,2
2019-11-03 03:06:00,1
2019-11-03 03:10:00,1
2019-11-03 03:11:00,1
2019-11-03 03:22:00,1
2019-11-03 03:28:00,1
2019-11-03 03:32:00,2
2019-11-03 03:34:00,1
2019-11-03 03:39:00,1
2019-11-03 03:46:00,1
2019-11-03 03:47:00,1
2019-11-03 03:58:00,1
