2236,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-03 13:31:00,113
2019-11-03 13:32:00,80
2019-11-03 13:34:00,72
2019-11-03 13:35:00,154
2019-11-03 13:36:00,58
2019-11-03 13:38:00,59
2019-11-03 13:39:00,53
2019-11-03 13:40:00,20
2019-11-03 13:43:00,57
2019-11-03 13:44:00,164
2019-11-03 13:46:00,310
2019-11-03 13:47:00,28
2019-11-03 13:48:00,19
2019-11-03 13:49:00,29
2019-11-03 13:50:00,206
2019-11-03 13:52:00,25
2019-11-03 13:53:00,232
2019-11-03 13:54:00,19
2019-11-03 13:55:00,80
2019-11-03 13:56:00,146
2019-11-03 13:57:00,89
2019-11-03 13:58:00,136
2019-11-03 13:59:00,72
2019-11-03 14:01:00,15
