26,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-11-03 02:25:00,1
2019-11-03 02:35:00,1
2019-11-03 02:40:00,1
2019-11-03 04:54:00,1
2019-11-03 05:25:00,1
2019-11-03 05:39:00,1
2019-11-03 06:30:00,1
2019-11-03 10:52:00,1
2019-11-03 13:38:00,1
2019-11-03 13:50:00,1
2019-11-03 16:19:00,1
2019-11-03 16:20:00,3
2019-11-03 16:21:00,3
2019-11-03 16:22:00,3
2019-11-03 18:38:00,1
2019-11-03 19:04:00,1
2019-11-03 19:34:00,1
2019-11-03 20:32:00,1
2019-11-03 22:26:00,1
2019-11-03 22:46:00,1
