109,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-11-03 06:16:00,1
2019-11-03 07:14:00,1
2019-11-03 07:17:00,2
2019-11-03 07:19:00,1
2019-11-03 07:27:00,1
2019-11-03 07:36:00,1
2019-11-03 07:37:00,1
2019-11-03 07:46:00,1
2019-11-03 07:50:00,1
2019-11-03 08:11:00,1
2019-11-03 08:16:00,1
2019-11-03 08:18:00,1
2019-11-03 09:03:00,1
2019-11-03 09:22:00,1
2019-11-03 11:19:00,1
2019-11-03 12:16:00,1
2019-11-03 12:53:00,1
2019-11-03 13:29:00,1
2019-11-03 13:39:00,1
2019-11-03 14:06:00,1
2019-11-03 14:17:00,1
2019-11-03 18:37:00,1
2019-11-03 18:41:00,1
2019-11-03 18:46:00,2
2019-11-03 19:13:00,1
2019-11-03 19:46:00,1
2019-11-03 19:56:00,1
2019-11-03 19:57:00,1
2019-11-03 20:22:00,1
2019-11-03 20:23:00,1
2019-11-03 20:24:00,3
2019-11-03 20:25:00,2
2019-11-03 20:26:00,2
2019-11-03 20:27:00,2
2019-11-03 20:28:00,2
2019-11-03 20:29:00,6
2019-11-03 20:41:00,1
2019-11-03 20:42:00,5
2019-11-03 20:43:00,3
2019-11-03 20:44:00,2
2019-11-03 20:45:00,6
2019-11-03 20:46:00,4
2019-11-03 20:47:00,5
2019-11-03 20:48:00,5
2019-11-03 20:49:00,3
2019-11-03 20:50:00,1
2019-11-03 20:51:00,5
2019-11-03 20:52:00,6
2019-11-03 20:53:00,9
2019-11-03 20:54:00,2
2019-11-03 21:45:00,1
2019-11-03 22:04:00,1
2019-11-03 23:53:00,1
