52,select
2019-02-11 00:21:00,1
2019-02-11 00:22:00,2
2019-02-11 00:52:00,3
2019-02-11 02:57:00,3
2019-02-11 03:58:00,3
2019-02-11 04:37:00,3
2019-02-11 05:12:00,3
2019-02-11 05:45:00,1
2019-02-11 05:46:00,2
2019-02-11 06:51:00,1
2019-02-11 06:52:00,2
2019-02-11 07:51:00,3
2019-02-11 11:19:00,3
2019-02-11 12:31:00,1
2019-02-11 12:32:00,2
2019-02-11 14:59:00,1
2019-02-11 15:00:00,2
2019-02-11 16:49:00,1
2019-02-11 16:50:00,2
2019-02-11 18:06:00,1
2019-02-11 18:07:00,2
2019-02-11 19:28:00,1
2019-02-11 19:48:00,3
2019-02-11 22:38:00,2
2019-02-11 22:39:00,1
2019-02-11 23:45:00,3
