3389,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-11 00:01:00,5
2019-02-11 00:02:00,3
2019-02-11 00:04:00,3
2019-02-11 00:06:00,4
2019-02-11 00:13:00,10
2019-02-11 00:14:00,10
2019-02-11 00:15:00,2
2019-02-11 00:16:00,3
2019-02-11 00:17:00,1
2019-02-11 00:18:00,3
2019-02-11 00:19:00,3
2019-02-11 00:20:00,1
2019-02-11 00:24:00,6
2019-02-11 00:31:00,10
2019-02-11 00:39:00,10
2019-02-11 00:40:00,1
2019-02-11 00:43:00,4
2019-02-11 00:44:00,3
2019-02-11 00:45:00,3
2019-02-11 00:46:00,1
2019-02-11 00:53:00,10
2019-02-11 00:57:00,5
2019-02-11 00:58:00,1
2019-02-11 00:59:00,3
2019-02-11 01:00:00,1
2019-02-11 01:01:00,3
2019-02-11 01:02:00,2
2019-02-11 01:06:00,10
2019-02-11 01:12:00,6
2019-02-11 01:13:00,2
2019-02-11 01:20:00,3
2019-02-11 01:21:00,7
2019-02-11 01:22:00,1
2019-02-11 01:23:00,3
2019-02-11 01:24:00,3
2019-02-11 01:25:00,1
2019-02-11 01:32:00,9
2019-02-11 01:33:00,2
2019-02-11 01:34:00,3
2019-02-11 01:35:00,3
2019-02-11 01:37:00,5
2019-02-11 01:38:00,2
2019-02-11 01:47:00,10
2019-02-11 01:51:00,9
2019-02-11 01:52:00,3
2019-02-11 01:53:00,2
2019-02-11 01:55:00,6
2019-02-11 01:56:00,1
2019-02-11 02:02:00,10
2019-02-11 02:03:00,1
2019-02-11 02:05:00,6
2019-02-11 02:07:00,11
2019-02-11 02:08:00,1
2019-02-11 02:17:00,10
2019-02-11 02:18:00,3
2019-02-11 02:19:00,2
2019-02-11 02:26:00,10
2019-02-11 02:27:00,2
2019-02-11 02:34:00,10
2019-02-11 02:35:00,1
2019-02-11 02:36:00,3
2019-02-11 02:37:00,1
2019-02-11 02:38:00,4
2019-02-11 02:39:00,2
2019-02-11 02:40:00,2
2019-02-11 02:41:00,4
2019-02-11 02:43:00,2
2019-02-11 02:44:00,2
2019-02-11 02:50:00,10
2019-02-11 02:51:00,4
2019-02-11 02:52:00,1
2019-02-11 02:53:00,4
2019-02-11 02:54:00,1
2019-02-11 03:02:00,10
2019-02-11 03:03:00,1
2019-02-11 03:10:00,9
2019-02-11 03:11:00,2
2019-02-11 03:12:00,2
2019-02-11 03:13:00,4
2019-02-11 03:15:00,3
2019-02-11 03:16:00,1
2019-02-11 03:17:00,3
2019-02-11 03:18:00,4
2019-02-11 03:19:00,11
2019-02-11 03:20:00,2
2019-02-11 03:23:00,7
2019-02-11 03:31:00,10
2019-02-11 03:32:00,2
2019-02-11 03:33:00,1
2019-02-11 03:34:00,3
2019-02-11 03:35:00,2
2019-02-11 03:36:00,2
2019-02-11 03:37:00,2
2019-02-11 03:39:00,4
2019-02-11 03:40:00,4
2019-02-11 03:43:00,4
2019-02-11 03:44:00,2
2019-02-11 03:45:00,2
2019-02-11 03:48:00,5
2019-02-11 03:51:00,8
2019-02-11 03:52:00,4
2019-02-11 03:54:00,4
2019-02-11 03:55:00,3
2019-02-11 04:02:00,8
2019-02-11 04:03:00,3
2019-02-11 04:04:00,2
2019-02-11 04:08:00,8
2019-02-11 04:09:00,1
2019-02-11 04:17:00,10
2019-02-11 04:20:00,5
2019-02-11 04:21:00,3
2019-02-11 04:22:00,3
2019-02-11 04:24:00,3
2019-02-11 04:25:00,4
2019-02-11 04:27:00,4
2019-02-11 04:35:00,3
2019-02-11 04:36:00,7
2019-02-11 04:37:00,4
2019-02-11 04:38:00,1
2019-02-11 04:39:00,4
2019-02-11 04:40:00,1
2019-02-11 04:48:00,3
2019-02-11 04:49:00,7
2019-02-11 04:52:00,10
2019-02-11 04:53:00,6
2019-02-11 04:54:00,2
2019-02-11 04:55:00,1
2019-02-11 04:58:00,10
2019-02-11 05:06:00,10
2019-02-11 05:07:00,2
2019-02-11 05:08:00,1
