160,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-02-11 00:59:00,1
2019-02-11 01:58:00,1
2019-02-11 02:58:00,1
2019-02-11 03:59:00,1
2019-02-11 04:58:00,1
2019-02-11 05:59:00,1
2019-02-11 06:54:00,9
2019-02-11 06:58:00,1
2019-02-11 07:18:00,9
2019-02-11 07:57:00,1
2019-02-11 08:17:00,1
2019-02-11 08:40:00,9
2019-02-11 08:58:00,1
2019-02-11 09:04:00,1
2019-02-11 09:05:00,1
2019-02-11 09:11:00,9
2019-02-11 09:59:00,1
2019-02-11 10:19:00,9
2019-02-11 10:36:00,1
2019-02-11 10:38:00,1
2019-02-11 10:58:00,1
2019-02-11 11:04:00,1
2019-02-11 11:16:00,1
2019-02-11 11:33:00,1
2019-02-11 11:57:00,2
2019-02-11 11:59:00,1
2019-02-11 12:04:00,1
2019-02-11 12:09:00,13
2019-02-11 12:58:00,1
2019-02-11 13:24:00,9
2019-02-11 13:57:00,1
2019-02-11 14:57:00,1
2019-02-11 15:47:00,9
2019-02-11 15:57:00,1
2019-02-11 16:36:00,9
2019-02-11 16:45:00,9
2019-02-11 16:57:00,1
2019-02-11 17:11:00,9
2019-02-11 17:33:00,9
2019-02-11 17:56:00,9
2019-02-11 17:58:00,1
2019-02-11 18:48:00,3
2019-02-11 18:49:00,6
2019-02-11 19:00:00,1
