7,"SELECT TOP # objID, ra , dec, modelMag_r, petroRad_r FROM PhotoObj WHERE (ra between # and #) and (dec between # and #)"
2019-02-11 23:25:00,1
2019-02-11 23:35:00,1
2019-02-11 23:36:00,2
2019-02-11 23:37:00,1
2019-02-11 23:39:00,1
2019-02-11 23:41:00,1
