2,"select zoo.ra, zoo.dec, spec.plate, spec.mjd, spec.fiberID, spec.z, zoo.specobjid,  zoo.dr7objid, zoo.nvote, zoo.p_el_debiased, zoo.p_cs_debiased, gal.u, gal.g, gal.r, gal.i, gal.z,    gal.err_u, gal.err_g, gal.err_r, gal.err_i, gal.err_z, gal.extinction_u, gal.extinction_g, gal.extinction_r, gal.extinction_i, gal.extinction_z,   gal.petromag_u,gal.petromag_g,gal.petromag_r,gal.petromag_i,gal.petromag_z, gal.petroMagErr_u,gal.petroMagErr_g,gal.petroMagErr_r,gal.petroMagErr_i,gal.petroMagErr_z into mydb.zoo_ellips from zooSpec as zoo     join Galaxy as gal on gal.specobjid = zoo.specobjid   join SpecObjAll as spec on spec.specobjid = zoo.specobjid where zoo.elliptical = #"
2019-02-28 16:15:00,1
2019-02-28 16:19:00,1
