62,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-28 00:25:00,1
2019-02-28 00:30:00,1
2019-02-28 00:35:00,4
2019-02-28 00:40:00,2
2019-02-28 01:05:00,2
2019-02-28 01:15:00,8
2019-02-28 01:20:00,4
2019-02-28 01:50:00,1
2019-02-28 05:35:00,3
2019-02-28 05:40:00,2
2019-02-28 09:05:00,2
2019-02-28 09:35:00,5
2019-02-28 09:40:00,5
2019-02-28 09:45:00,1
2019-02-28 11:31:00,1
2019-02-28 11:33:00,1
2019-02-28 12:35:00,5
2019-02-28 12:40:00,2
2019-02-28 13:05:00,2
2019-02-28 13:10:00,1
2019-02-28 13:35:00,1
2019-02-28 13:40:00,1
2019-02-28 14:35:00,1
2019-02-28 15:01:00,1
2019-02-28 19:01:00,1
2019-02-28 20:15:00,2
2019-02-28 20:20:00,2
