102,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-02-28 03:12:00,2
2019-02-28 03:13:00,5
2019-02-28 03:14:00,7
2019-02-28 03:15:00,5
2019-02-28 03:16:00,5
2019-02-28 03:17:00,6
2019-02-28 03:18:00,7
2019-02-28 03:19:00,7
2019-02-28 03:20:00,7
2019-02-28 03:21:00,6
2019-02-28 03:22:00,4
2019-02-28 03:23:00,6
2019-02-28 03:24:00,7
2019-02-28 03:25:00,7
2019-02-28 03:26:00,8
2019-02-28 03:27:00,7
2019-02-28 03:28:00,5
2019-02-28 21:08:00,1
