697,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-02-28 00:02:00,1
2019-02-28 00:03:00,1
2019-02-28 00:06:00,2
2019-02-28 00:08:00,2
2019-02-28 00:11:00,1
2019-02-28 00:12:00,1
2019-02-28 00:22:00,2
2019-02-28 00:27:00,2
2019-02-28 00:30:00,2
2019-02-28 00:33:00,2
2019-02-28 00:40:00,1
2019-02-28 00:47:00,1
2019-02-28 00:50:00,2
2019-02-28 00:57:00,1
2019-02-28 01:00:00,1
2019-02-28 01:12:00,2
2019-02-28 01:21:00,1
2019-02-28 01:22:00,1
2019-02-28 01:24:00,1
2019-02-28 01:25:00,1
2019-02-28 01:31:00,2
2019-02-28 01:33:00,2
2019-02-28 01:36:00,1
2019-02-28 01:37:00,1
2019-02-28 01:40:00,2
2019-02-28 01:51:00,1
2019-02-28 01:52:00,1
2019-02-28 02:10:00,2
2019-02-28 02:17:00,2
2019-02-28 02:21:00,1
2019-02-28 02:57:00,1
2019-02-28 02:58:00,1
2019-02-28 03:16:00,1
2019-02-28 03:17:00,1
2019-02-28 03:29:00,2
2019-02-28 03:41:00,2
2019-02-28 03:44:00,2
2019-02-28 03:52:00,1
2019-02-28 03:53:00,1
2019-02-28 03:58:00,1
2019-02-28 03:59:00,1
2019-02-28 04:01:00,2
2019-02-28 04:06:00,2
2019-02-28 04:14:00,2
2019-02-28 04:26:00,1
2019-02-28 04:27:00,1
2019-02-28 04:40:00,1
2019-02-28 04:41:00,1
2019-02-28 04:43:00,1
2019-02-28 04:44:00,1
2019-02-28 05:50:00,1
2019-02-28 05:51:00,1
2019-02-28 05:54:00,1
2019-02-28 05:55:00,1
2019-02-28 05:57:00,2
2019-02-28 05:58:00,2
2019-02-28 06:06:00,2
2019-02-28 06:15:00,1
2019-02-28 06:16:00,1
2019-02-28 06:17:00,1
2019-02-28 06:18:00,1
2019-02-28 06:20:00,1
2019-02-28 06:21:00,1
2019-02-28 06:30:00,2
2019-02-28 06:32:00,1
2019-02-28 06:33:00,1
2019-02-28 06:35:00,1
2019-02-28 06:36:00,1
2019-02-28 06:47:00,2
2019-02-28 06:50:00,2
2019-02-28 06:56:00,2
2019-02-28 06:58:00,2
2019-02-28 07:01:00,2
2019-02-28 07:06:00,2
2019-02-28 07:09:00,1
2019-02-28 07:10:00,1
2019-02-28 07:13:00,1
2019-02-28 07:14:00,1
2019-02-28 07:17:00,2
2019-02-28 07:30:00,2
2019-02-28 07:31:00,1
2019-02-28 07:32:00,1
2019-02-28 07:34:00,2
2019-02-28 07:46:00,2
2019-02-28 07:52:00,2
2019-02-28 07:53:00,1
2019-02-28 07:54:00,1
2019-02-28 08:02:00,2
2019-02-28 08:03:00,1
2019-02-28 08:04:00,1
2019-02-28 08:05:00,1
2019-02-28 08:30:00,2
2019-02-28 08:36:00,2
2019-02-28 08:48:00,1
2019-02-28 08:49:00,1
2019-02-28 08:55:00,2
2019-02-28 08:56:00,1
2019-02-28 08:57:00,1
2019-02-28 08:59:00,2
2019-02-28 09:02:00,2
2019-02-28 09:06:00,2
2019-02-28 09:15:00,2
2019-02-28 09:17:00,2
2019-02-28 09:19:00,2
2019-02-28 09:22:00,2
2019-02-28 09:26:00,1
2019-02-28 09:27:00,1
2019-02-28 09:29:00,2
2019-02-28 09:32:00,1
2019-02-28 09:33:00,1
2019-02-28 09:40:00,2
2019-02-28 09:44:00,1
2019-02-28 09:45:00,1
2019-02-28 09:49:00,2
2019-02-28 09:58:00,1
2019-02-28 09:59:00,1
2019-02-28 10:00:00,1
2019-02-28 10:01:00,1
2019-02-28 12:24:00,2
2019-02-28 12:28:00,2
2019-02-28 12:43:00,1
2019-02-28 12:44:00,1
2019-02-28 12:51:00,1
2019-02-28 12:52:00,1
2019-02-28 12:55:00,1
2019-02-28 12:56:00,1
2019-02-28 13:46:00,2
2019-02-28 13:53:00,2
2019-02-28 13:56:00,2
2019-02-28 14:11:00,2
2019-02-28 14:19:00,1
2019-02-28 14:20:00,1
2019-02-28 14:30:00,1
2019-02-28 14:31:00,1
2019-02-28 14:33:00,2
2019-02-28 14:36:00,2
2019-02-28 14:38:00,2
2019-02-28 14:49:00,2
2019-02-28 15:22:00,1
2019-02-28 15:23:00,1
2019-02-28 15:33:00,2
2019-02-28 15:54:00,2
2019-02-28 16:07:00,2
2019-02-28 16:15:00,2
2019-02-28 16:20:00,1
2019-02-28 16:21:00,1
2019-02-28 16:29:00,1
2019-02-28 16:30:00,1
2019-02-28 16:42:00,1
2019-02-28 16:43:00,1
2019-02-28 16:49:00,2
2019-02-28 16:53:00,2
2019-02-28 17:03:00,2
2019-02-28 17:11:00,2
2019-02-28 17:26:00,2
2019-02-28 17:36:00,1
2019-02-28 17:37:00,1
2019-02-28 17:46:00,1
2019-02-28 17:47:00,1
2019-02-28 17:57:00,2
2019-02-28 18:02:00,2
2019-02-28 18:17:00,1
2019-02-28 18:18:00,1
2019-02-28 18:22:00,1
2019-02-28 18:23:00,1
2019-02-28 18:26:00,2
2019-02-28 18:35:00,1
2019-02-28 18:36:00,1
2019-02-28 18:47:00,2
2019-02-28 18:56:00,1
2019-02-28 18:57:00,1
2019-02-28 19:05:00,2
2019-02-28 19:15:00,1
2019-02-28 19:16:00,1
2019-02-28 19:28:00,2
2019-02-28 19:37:00,2
2019-02-28 19:50:00,1
2019-02-28 19:51:00,1
2019-02-28 19:53:00,1
2019-02-28 19:54:00,1
2019-02-28 19:58:00,2
2019-02-28 20:03:00,2
2019-02-28 20:05:00,1
2019-02-28 20:06:00,1
2019-02-28 20:07:00,1
2019-02-28 20:08:00,1
2019-02-28 20:10:00,1
2019-02-28 20:11:00,1
2019-02-28 20:15:00,2
2019-02-28 20:26:00,2
2019-02-28 20:31:00,1
2019-02-28 20:33:00,1
2019-02-28 20:34:00,2
2019-02-28 20:36:00,4
2019-02-28 20:38:00,2
2019-02-28 20:39:00,1
2019-02-28 20:40:00,3
2019-02-28 20:41:00,5
2019-02-28 20:42:00,3
2019-02-28 20:43:00,3
2019-02-28 20:44:00,5
2019-02-28 20:45:00,3
2019-02-28 20:46:00,3
2019-02-28 20:47:00,4
2019-02-28 20:48:00,3
2019-02-28 20:49:00,3
2019-02-28 20:50:00,4
2019-02-28 20:51:00,3
2019-02-28 20:52:00,3
2019-02-28 20:53:00,3
2019-02-28 20:54:00,2
2019-02-28 20:55:00,4
2019-02-28 20:56:00,2
2019-02-28 20:57:00,3
2019-02-28 20:58:00,3
2019-02-28 20:59:00,3
2019-02-28 21:00:00,3
2019-02-28 21:01:00,2
2019-02-28 21:02:00,2
2019-02-28 21:03:00,3
2019-02-28 21:04:00,2
2019-02-28 21:05:00,3
2019-02-28 21:06:00,2
2019-02-28 21:07:00,3
2019-02-28 21:08:00,3
2019-02-28 21:09:00,3
2019-02-28 21:10:00,3
2019-02-28 21:11:00,2
2019-02-28 21:13:00,1
2019-02-28 21:14:00,1
2019-02-28 21:16:00,2
2019-02-28 21:17:00,3
2019-02-28 21:18:00,3
2019-02-28 21:19:00,3
2019-02-28 21:20:00,3
2019-02-28 21:21:00,4
2019-02-28 21:22:00,3
2019-02-28 21:23:00,3
2019-02-28 21:24:00,3
2019-02-28 21:25:00,3
2019-02-28 21:26:00,4
2019-02-28 21:27:00,3
2019-02-28 21:28:00,2
2019-02-28 21:29:00,3
2019-02-28 21:30:00,3
2019-02-28 21:31:00,2
2019-02-28 21:32:00,3
2019-02-28 21:33:00,1
2019-02-28 21:34:00,1
2019-02-28 21:35:00,1
2019-02-28 21:36:00,1
2019-02-28 21:37:00,2
2019-02-28 21:38:00,1
2019-02-28 21:39:00,2
2019-02-28 21:40:00,1
2019-02-28 21:41:00,1
2019-02-28 21:42:00,1
2019-02-28 21:43:00,2
2019-02-28 21:44:00,2
2019-02-28 21:45:00,1
2019-02-28 21:46:00,2
2019-02-28 21:47:00,1
2019-02-28 21:48:00,1
2019-02-28 21:49:00,2
2019-02-28 21:50:00,1
2019-02-28 21:51:00,1
2019-02-28 21:52:00,3
2019-02-28 21:53:00,1
2019-02-28 21:54:00,3
2019-02-28 21:55:00,2
2019-02-28 21:56:00,2
2019-02-28 21:57:00,4
2019-02-28 21:58:00,3
2019-02-28 21:59:00,3
2019-02-28 22:00:00,3
2019-02-28 22:01:00,2
2019-02-28 22:02:00,1
2019-02-28 22:03:00,1
2019-02-28 22:04:00,2
2019-02-28 22:05:00,1
2019-02-28 22:06:00,1
2019-02-28 22:07:00,2
2019-02-28 22:08:00,1
2019-02-28 22:09:00,1
2019-02-28 22:10:00,1
2019-02-28 22:11:00,1
2019-02-28 22:12:00,1
2019-02-28 22:13:00,1
2019-02-28 22:14:00,1
2019-02-28 22:15:00,1
2019-02-28 22:16:00,1
2019-02-28 22:17:00,2
2019-02-28 22:18:00,1
2019-02-28 22:19:00,1
2019-02-28 22:20:00,1
2019-02-28 22:21:00,1
2019-02-28 22:22:00,1
2019-02-28 22:23:00,2
2019-02-28 22:25:00,2
2019-02-28 22:27:00,1
2019-02-28 22:28:00,1
2019-02-28 22:29:00,1
2019-02-28 22:30:00,1
2019-02-28 22:31:00,1
2019-02-28 22:32:00,1
2019-02-28 22:33:00,1
2019-02-28 22:34:00,1
2019-02-28 22:35:00,1
2019-02-28 22:36:00,1
2019-02-28 22:37:00,1
2019-02-28 22:38:00,1
2019-02-28 22:39:00,1
2019-02-28 22:40:00,1
2019-02-28 22:41:00,1
2019-02-28 22:42:00,1
2019-02-28 22:43:00,1
2019-02-28 22:44:00,2
2019-02-28 22:45:00,1
2019-02-28 22:46:00,1
2019-02-28 22:47:00,1
2019-02-28 22:48:00,1
2019-02-28 22:49:00,1
2019-02-28 22:50:00,1
2019-02-28 22:51:00,1
2019-02-28 22:52:00,1
2019-02-28 22:53:00,1
2019-02-28 22:54:00,2
2019-02-28 22:55:00,2
2019-02-28 22:56:00,2
2019-02-28 22:57:00,1
2019-02-28 22:58:00,1
2019-02-28 22:59:00,1
2019-02-28 23:00:00,1
2019-02-28 23:01:00,1
2019-02-28 23:02:00,1
2019-02-28 23:03:00,1
2019-02-28 23:04:00,1
2019-02-28 23:05:00,1
2019-02-28 23:06:00,2
2019-02-28 23:07:00,1
2019-02-28 23:08:00,3
2019-02-28 23:09:00,1
2019-02-28 23:10:00,1
2019-02-28 23:11:00,3
2019-02-28 23:12:00,1
2019-02-28 23:13:00,1
2019-02-28 23:14:00,4
2019-02-28 23:15:00,3
2019-02-28 23:16:00,3
2019-02-28 23:17:00,2
2019-02-28 23:18:00,2
2019-02-28 23:19:00,2
2019-02-28 23:20:00,3
2019-02-28 23:21:00,5
2019-02-28 23:22:00,2
2019-02-28 23:23:00,4
2019-02-28 23:24:00,3
2019-02-28 23:25:00,2
2019-02-28 23:26:00,3
2019-02-28 23:27:00,3
2019-02-28 23:28:00,3
2019-02-28 23:29:00,2
2019-02-28 23:30:00,4
2019-02-28 23:31:00,3
2019-02-28 23:32:00,3
2019-02-28 23:33:00,3
2019-02-28 23:34:00,3
2019-02-28 23:35:00,2
2019-02-28 23:36:00,2
2019-02-28 23:37:00,3
2019-02-28 23:38:00,3
2019-02-28 23:39:00,2
2019-02-28 23:40:00,3
2019-02-28 23:41:00,2
2019-02-28 23:42:00,5
2019-02-28 23:43:00,3
2019-02-28 23:44:00,3
2019-02-28 23:45:00,3
2019-02-28 23:46:00,3
2019-02-28 23:47:00,3
2019-02-28 23:48:00,4
2019-02-28 23:49:00,2
2019-02-28 23:50:00,3
2019-02-28 23:51:00,3
2019-02-28 23:52:00,4
2019-02-28 23:53:00,3
2019-02-28 23:54:00,2
2019-02-28 23:55:00,5
2019-02-28 23:56:00,2
2019-02-28 23:57:00,3
2019-02-28 23:58:00,3
2019-02-28 23:59:00,2
