131,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-02-28 03:12:00,1
2019-02-28 03:28:00,2
2019-02-28 03:29:00,2
2019-02-28 17:10:00,10
2019-02-28 17:11:00,12
2019-02-28 17:12:00,8
2019-02-28 17:13:00,13
2019-02-28 17:14:00,12
2019-02-28 17:15:00,10
2019-02-28 17:16:00,14
2019-02-28 17:17:00,8
2019-02-28 17:18:00,11
2019-02-28 17:19:00,12
2019-02-28 17:20:00,12
2019-02-28 17:21:00,4
