22,select * from SpecLineIndex where specObjId=#
2019-02-28 01:02:00,1
2019-02-28 02:12:00,1
2019-02-28 02:24:00,1
2019-02-28 03:14:00,1
2019-02-28 04:04:00,1
2019-02-28 05:12:00,1
2019-02-28 05:44:00,1
2019-02-28 06:43:00,1
2019-02-28 07:18:00,1
2019-02-28 07:46:00,2
2019-02-28 07:49:00,1
2019-02-28 08:02:00,1
2019-02-28 09:07:00,1
2019-02-28 09:52:00,1
2019-02-28 10:01:00,1
2019-02-28 10:25:00,1
2019-02-28 11:58:00,1
2019-02-28 14:24:00,1
2019-02-28 16:20:00,1
2019-02-28 16:30:00,1
2019-02-28 16:45:00,1
