298,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-02-28 12:40:00,28
2019-02-28 12:41:00,38
2019-02-28 12:43:00,2
2019-02-28 12:44:00,2
2019-02-28 12:45:00,1
2019-02-28 12:54:00,126
2019-02-28 12:55:00,35
2019-02-28 13:03:00,66
