25,select * from SpecObjAll where specObjId=#
2019-05-16 00:36:00,1
2019-05-16 01:21:00,1
2019-05-16 01:51:00,1
2019-05-16 02:29:00,1
2019-05-16 03:00:00,1
2019-05-16 03:14:00,1
2019-05-16 03:40:00,1
2019-05-16 04:06:00,1
2019-05-16 04:10:00,1
2019-05-16 06:13:00,1
2019-05-16 06:52:00,1
2019-05-16 07:43:00,1
2019-05-16 08:10:00,1
2019-05-16 08:53:00,1
2019-05-16 09:01:00,1
2019-05-16 11:42:00,1
2019-05-16 13:29:00,1
2019-05-16 13:30:00,1
2019-05-16 14:45:00,1
2019-05-16 15:57:00,1
2019-05-16 17:15:00,1
2019-05-16 18:44:00,1
2019-05-16 20:11:00,1
2019-05-16 20:24:00,1
2019-05-16 20:25:00,1
