13,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID  AND p.u BETWEEN # AND # AND p.g BETWEEN # AND # AND p.r BETWEEN # AND # AND p.i BETWEEN # AND # AND p.z BETWEEN # AND #"
2019-05-16 13:32:00,1
2019-05-16 13:33:00,1
2019-05-16 13:39:00,1
2019-05-16 13:47:00,1
2019-05-16 13:55:00,1
2019-05-16 14:02:00,1
2019-05-16 14:06:00,1
2019-05-16 14:13:00,1
2019-05-16 14:18:00,1
2019-05-16 14:24:00,1
2019-05-16 14:28:00,1
2019-05-16 14:30:00,1
2019-05-16 14:31:00,1
