207,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-05-16 00:55:00,2
2019-05-16 00:56:00,4
2019-05-16 00:57:00,2
2019-05-16 00:58:00,3
2019-05-16 00:59:00,4
2019-05-16 01:00:00,3
2019-05-16 01:01:00,3
2019-05-16 01:02:00,3
2019-05-16 01:03:00,3
2019-05-16 01:04:00,3
2019-05-16 01:05:00,2
2019-05-16 01:06:00,2
2019-05-16 01:07:00,3
2019-05-16 01:08:00,3
2019-05-16 01:09:00,3
2019-05-16 01:10:00,3
2019-05-16 01:11:00,3
2019-05-16 01:12:00,2
2019-05-16 01:13:00,3
2019-05-16 01:14:00,3
2019-05-16 01:15:00,3
2019-05-16 01:16:00,3
2019-05-16 01:17:00,3
2019-05-16 01:18:00,2
2019-05-16 01:19:00,4
2019-05-16 01:20:00,4
2019-05-16 01:21:00,3
2019-05-16 01:22:00,3
2019-05-16 01:23:00,4
2019-05-16 01:24:00,3
2019-05-16 01:25:00,4
2019-05-16 01:26:00,2
2019-05-16 01:27:00,3
2019-05-16 01:28:00,3
2019-05-16 01:29:00,4
2019-05-16 01:30:00,1
2019-05-16 01:31:00,3
2019-05-16 01:32:00,3
2019-05-16 01:33:00,4
2019-05-16 01:34:00,3
2019-05-16 01:35:00,3
2019-05-16 01:36:00,2
2019-05-16 01:37:00,3
2019-05-16 01:38:00,3
2019-05-16 01:39:00,3
2019-05-16 01:40:00,4
2019-05-16 01:41:00,3
2019-05-16 01:42:00,3
2019-05-16 01:43:00,4
2019-05-16 01:44:00,3
2019-05-16 01:45:00,4
2019-05-16 01:46:00,4
2019-05-16 01:47:00,1
2019-05-16 01:48:00,2
2019-05-16 01:49:00,3
2019-05-16 01:50:00,3
2019-05-16 01:51:00,4
2019-05-16 01:52:00,3
2019-05-16 01:53:00,4
2019-05-16 01:54:00,3
2019-05-16 01:55:00,3
2019-05-16 01:56:00,3
2019-05-16 01:57:00,3
2019-05-16 01:58:00,4
2019-05-16 01:59:00,3
2019-05-16 02:00:00,3
2019-05-16 02:01:00,2
2019-05-16 02:02:00,2
2019-05-16 02:03:00,3
