250,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.petroR9#_z, p.petroR9#_i, p.petroR9#_r, p.petroR9#_g, p.petroR9#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-05-16 00:55:00,4
2019-05-16 00:56:00,3
2019-05-16 00:57:00,4
2019-05-16 00:58:00,3
2019-05-16 00:59:00,4
2019-05-16 01:00:00,3
2019-05-16 01:01:00,3
2019-05-16 01:02:00,5
2019-05-16 01:03:00,4
2019-05-16 01:04:00,3
2019-05-16 01:05:00,3
2019-05-16 01:06:00,4
2019-05-16 01:07:00,3
2019-05-16 01:08:00,4
2019-05-16 01:09:00,4
2019-05-16 01:10:00,3
2019-05-16 01:11:00,4
2019-05-16 01:12:00,5
2019-05-16 01:13:00,3
2019-05-16 01:14:00,4
2019-05-16 01:15:00,4
2019-05-16 01:16:00,3
2019-05-16 01:17:00,3
2019-05-16 01:18:00,4
2019-05-16 01:19:00,3
2019-05-16 01:20:00,5
2019-05-16 01:21:00,3
2019-05-16 01:22:00,4
2019-05-16 01:23:00,4
2019-05-16 01:24:00,3
2019-05-16 01:25:00,3
2019-05-16 01:26:00,3
2019-05-16 01:27:00,4
2019-05-16 01:28:00,4
2019-05-16 01:29:00,3
2019-05-16 01:30:00,3
2019-05-16 01:31:00,3
2019-05-16 01:32:00,3
2019-05-16 01:33:00,4
2019-05-16 01:34:00,4
2019-05-16 01:35:00,3
2019-05-16 01:36:00,4
2019-05-16 01:37:00,3
2019-05-16 01:38:00,3
2019-05-16 01:39:00,5
2019-05-16 01:40:00,3
2019-05-16 01:41:00,4
2019-05-16 01:42:00,5
2019-05-16 01:43:00,3
2019-05-16 01:44:00,5
2019-05-16 01:45:00,4
2019-05-16 01:46:00,3
2019-05-16 01:47:00,3
2019-05-16 01:48:00,4
2019-05-16 01:49:00,3
2019-05-16 01:50:00,3
2019-05-16 01:51:00,4
2019-05-16 01:52:00,4
2019-05-16 01:53:00,3
2019-05-16 01:54:00,4
2019-05-16 01:55:00,4
2019-05-16 01:56:00,3
2019-05-16 01:57:00,4
2019-05-16 01:58:00,3
2019-05-16 01:59:00,4
2019-05-16 02:00:00,4
2019-05-16 02:01:00,3
2019-05-16 02:02:00,4
2019-05-16 02:03:00,3
2019-05-16 02:04:00,2
