94049,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-05-16 07:57:00,245
2019-05-16 07:58:00,285
2019-05-16 07:59:00,290
2019-05-16 08:00:00,285
2019-05-16 08:01:00,344
2019-05-16 08:02:00,280
2019-05-16 08:03:00,289
2019-05-16 08:04:00,281
2019-05-16 08:05:00,290
2019-05-16 08:06:00,293
2019-05-16 08:07:00,340
2019-05-16 08:08:00,284
2019-05-16 08:09:00,290
2019-05-16 08:10:00,274
2019-05-16 08:11:00,277
2019-05-16 08:12:00,269
2019-05-16 08:13:00,262
2019-05-16 08:14:00,378
2019-05-16 08:15:00,656
2019-05-16 08:16:00,291
2019-05-16 08:17:00,248
2019-05-16 08:18:00,241
2019-05-16 08:19:00,291
2019-05-16 08:20:00,324
2019-05-16 08:21:00,283
2019-05-16 08:22:00,287
2019-05-16 08:23:00,287
2019-05-16 08:24:00,296
2019-05-16 08:25:00,283
2019-05-16 08:26:00,286
2019-05-16 08:27:00,272
2019-05-16 08:28:00,295
2019-05-16 08:29:00,287
2019-05-16 08:30:00,292
2019-05-16 08:31:00,281
2019-05-16 08:32:00,299
2019-05-16 08:33:00,258
2019-05-16 08:34:00,357
2019-05-16 08:35:00,365
2019-05-16 08:36:00,360
2019-05-16 08:37:00,359
2019-05-16 08:38:00,290
2019-05-16 08:39:00,286
2019-05-16 08:40:00,281
2019-05-16 08:41:00,214
2019-05-16 08:42:00,214
2019-05-16 08:43:00,210
2019-05-16 08:44:00,212
2019-05-16 08:45:00,255
2019-05-16 08:46:00,305
2019-05-16 08:47:00,232
2019-05-16 08:48:00,275
2019-05-16 08:49:00,279
2019-05-16 08:50:00,280
2019-05-16 08:51:00,232
2019-05-16 08:52:00,276
2019-05-16 08:53:00,259
2019-05-16 08:54:00,232
2019-05-16 08:55:00,272
2019-05-16 08:56:00,255
2019-05-16 08:57:00,254
2019-05-16 08:58:00,273
2019-05-16 08:59:00,279
2019-05-16 09:00:00,223
2019-05-16 09:01:00,270
2019-05-16 09:02:00,244
2019-05-16 09:03:00,270
2019-05-16 09:04:00,275
2019-05-16 09:05:00,234
2019-05-16 09:06:00,260
2019-05-16 09:07:00,271
2019-05-16 09:08:00,281
2019-05-16 09:09:00,20
2019-05-16 09:30:00,250
2019-05-16 09:31:00,273
2019-05-16 09:32:00,265
2019-05-16 09:33:00,285
2019-05-16 09:34:00,276
2019-05-16 09:35:00,283
2019-05-16 09:36:00,291
