35,select * from PhotoZ where objId=#
2019-01-12 00:41:00,1
2019-01-12 01:29:00,1
2019-01-12 02:12:00,1
2019-01-12 02:57:00,1
2019-01-12 03:03:00,1
2019-01-12 04:00:00,1
2019-01-12 05:22:00,2
2019-01-12 06:12:00,1
2019-01-12 06:31:00,1
2019-01-12 06:59:00,1
2019-01-12 07:35:00,1
2019-01-12 08:21:00,1
2019-01-12 09:08:00,1
2019-01-12 09:58:00,1
2019-01-12 11:00:00,1
2019-01-12 11:20:00,1
2019-01-12 12:29:00,1
2019-01-12 12:48:00,1
2019-01-12 13:15:00,1
2019-01-12 13:35:00,1
2019-01-12 14:13:00,1
2019-01-12 14:38:00,1
2019-01-12 15:44:00,1
2019-01-12 16:07:00,1
2019-01-12 16:26:00,1
2019-01-12 16:36:00,1
2019-01-12 17:22:00,1
2019-01-12 17:33:00,1
2019-01-12 18:53:00,1
2019-01-12 19:03:00,1
2019-01-12 21:00:00,1
2019-01-12 22:17:00,1
2019-01-12 23:22:00,1
2019-01-12 23:44:00,1
