1384,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-07-28 00:02:00,1
2019-07-28 00:03:00,1
2019-07-28 00:05:00,2
2019-07-28 00:07:00,7
2019-07-28 00:12:00,1
2019-07-28 00:13:00,1
2019-07-28 00:15:00,2
2019-07-28 00:17:00,5
2019-07-28 00:22:00,1
2019-07-28 00:23:00,1
2019-07-28 00:25:00,2
2019-07-28 00:27:00,7
2019-07-28 00:32:00,1
2019-07-28 00:33:00,1
2019-07-28 00:35:00,2
2019-07-28 00:37:00,7
2019-07-28 00:42:00,1
2019-07-28 00:43:00,1
2019-07-28 00:45:00,2
2019-07-28 00:47:00,5
2019-07-28 00:52:00,1
2019-07-28 00:53:00,1
2019-07-28 00:55:00,2
2019-07-28 00:57:00,7
2019-07-28 01:02:00,1
2019-07-28 01:03:00,1
2019-07-28 01:05:00,2
2019-07-28 01:07:00,5
2019-07-28 01:12:00,1
2019-07-28 01:13:00,1
2019-07-28 01:15:00,2
2019-07-28 01:17:00,7
2019-07-28 01:22:00,1
2019-07-28 01:23:00,1
2019-07-28 01:25:00,2
2019-07-28 01:27:00,5
2019-07-28 01:32:00,1
2019-07-28 01:33:00,1
2019-07-28 01:35:00,2
2019-07-28 01:37:00,5
2019-07-28 01:42:00,1
2019-07-28 01:43:00,1
2019-07-28 01:45:00,2
2019-07-28 01:47:00,7
2019-07-28 01:52:00,1
2019-07-28 01:53:00,1
2019-07-28 01:55:00,2
2019-07-28 01:57:00,11
2019-07-28 02:02:00,1
2019-07-28 02:03:00,1
2019-07-28 02:05:00,2
2019-07-28 02:07:00,5
2019-07-28 02:12:00,1
2019-07-28 02:13:00,1
2019-07-28 02:15:00,2
2019-07-28 02:17:00,5
2019-07-28 02:22:00,1
2019-07-28 02:23:00,1
2019-07-28 02:25:00,2
2019-07-28 02:27:00,8
2019-07-28 02:32:00,1
2019-07-28 02:33:00,1
2019-07-28 02:35:00,2
2019-07-28 02:37:00,5
2019-07-28 02:42:00,1
2019-07-28 02:43:00,1
2019-07-28 02:45:00,2
2019-07-28 02:47:00,5
2019-07-28 02:52:00,1
2019-07-28 02:53:00,1
2019-07-28 02:55:00,2
2019-07-28 02:57:00,5
2019-07-28 03:02:00,1
2019-07-28 03:03:00,1
2019-07-28 03:05:00,2
2019-07-28 03:07:00,7
2019-07-28 03:12:00,1
2019-07-28 03:13:00,1
2019-07-28 03:15:00,2
2019-07-28 03:17:00,6
2019-07-28 03:22:00,1
2019-07-28 03:23:00,1
2019-07-28 03:25:00,2
2019-07-28 03:27:00,7
2019-07-28 03:32:00,1
2019-07-28 03:33:00,1
2019-07-28 03:35:00,2
2019-07-28 03:37:00,5
2019-07-28 03:42:00,1
2019-07-28 03:43:00,1
2019-07-28 03:45:00,2
2019-07-28 03:47:00,5
2019-07-28 03:52:00,1
2019-07-28 03:53:00,1
2019-07-28 03:55:00,2
2019-07-28 03:57:00,5
2019-07-28 04:02:00,1
2019-07-28 04:03:00,1
2019-07-28 04:05:00,2
2019-07-28 04:07:00,5
2019-07-28 04:12:00,1
2019-07-28 04:13:00,1
2019-07-28 04:15:00,2
2019-07-28 04:17:00,5
2019-07-28 04:22:00,1
2019-07-28 04:23:00,1
2019-07-28 04:25:00,2
2019-07-28 04:27:00,5
2019-07-28 04:32:00,1
2019-07-28 04:33:00,1
2019-07-28 04:35:00,2
2019-07-28 04:37:00,5
2019-07-28 04:42:00,1
2019-07-28 04:43:00,1
2019-07-28 04:45:00,2
2019-07-28 04:47:00,5
2019-07-28 04:52:00,1
2019-07-28 04:53:00,1
2019-07-28 04:55:00,2
2019-07-28 04:57:00,7
2019-07-28 05:02:00,1
2019-07-28 05:03:00,1
2019-07-28 05:05:00,2
2019-07-28 05:07:00,5
2019-07-28 05:12:00,1
2019-07-28 05:13:00,1
2019-07-28 05:15:00,2
2019-07-28 05:17:00,5
2019-07-28 05:22:00,1
2019-07-28 05:23:00,1
2019-07-28 05:25:00,2
2019-07-28 05:27:00,5
2019-07-28 05:32:00,1
2019-07-28 05:33:00,1
2019-07-28 05:35:00,2
2019-07-28 05:37:00,5
2019-07-28 05:42:00,1
2019-07-28 05:43:00,1
2019-07-28 05:45:00,2
2019-07-28 05:47:00,5
