92,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-07-28 00:54:00,1
2019-07-28 01:09:00,4
2019-07-28 01:16:00,2
2019-07-28 01:19:00,10
2019-07-28 01:20:00,12
2019-07-28 01:21:00,11
2019-07-28 01:22:00,12
2019-07-28 01:23:00,11
2019-07-28 01:24:00,15
2019-07-28 01:25:00,8
2019-07-28 01:34:00,1
2019-07-28 01:37:00,1
2019-07-28 01:38:00,1
2019-07-28 01:41:00,1
2019-07-28 01:42:00,1
2019-07-28 23:19:00,1
