93,select distinct parent from DBViewCols where viewname=&&&
2019-07-28 00:19:00,2
2019-07-28 00:20:00,7
2019-07-28 00:23:00,1
2019-07-28 02:10:00,1
2019-07-28 02:25:00,1
2019-07-28 02:34:00,1
2019-07-28 03:04:00,1
2019-07-28 03:32:00,1
2019-07-28 04:08:00,1
2019-07-28 05:17:00,25
2019-07-28 05:41:00,1
2019-07-28 10:57:00,1
2019-07-28 12:23:00,2
2019-07-28 12:24:00,14
2019-07-28 12:25:00,4
2019-07-28 12:39:00,1
2019-07-28 12:40:00,1
2019-07-28 12:41:00,1
2019-07-28 13:14:00,2
2019-07-28 15:37:00,2
2019-07-28 15:38:00,6
2019-07-28 15:39:00,5
2019-07-28 16:36:00,2
2019-07-28 16:37:00,1
2019-07-28 16:38:00,1
2019-07-28 16:40:00,1
2019-07-28 16:43:00,2
2019-07-28 17:06:00,1
2019-07-28 19:38:00,1
2019-07-28 20:11:00,1
2019-07-28 21:27:00,1
2019-07-28 23:41:00,1
