34,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-28 04:26:00,3
2019-07-28 05:27:00,5
2019-07-28 06:52:00,2
2019-07-28 09:53:00,3
2019-07-28 11:07:00,1
2019-07-28 12:49:00,2
2019-07-28 13:04:00,1
2019-07-28 13:06:00,2
2019-07-28 13:08:00,4
2019-07-28 13:13:00,1
2019-07-28 16:12:00,1
2019-07-28 16:47:00,1
2019-07-28 17:23:00,1
2019-07-28 17:26:00,1
2019-07-28 20:38:00,2
2019-07-28 20:39:00,1
2019-07-28 20:40:00,1
2019-07-28 20:43:00,1
2019-07-28 20:44:00,1
