14,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-25 08:48:00,1
2019-09-25 09:17:00,1
2019-09-25 09:46:00,1
2019-09-25 10:16:00,1
2019-09-25 11:17:00,1
2019-09-25 11:56:00,1
2019-09-25 12:10:00,1
2019-09-25 12:46:00,1
2019-09-25 13:06:00,1
2019-09-25 14:10:00,1
2019-09-25 14:56:00,1
2019-09-25 16:43:00,1
2019-09-25 17:13:00,1
2019-09-25 18:22:00,1
