28,"select plate, mjd, fiberID from dbo.fGetNearbySpecObjAllEq(#, #, #)"
2019-09-25 13:55:00,1
2019-09-25 13:56:00,3
2019-09-25 13:57:00,1
2019-09-25 14:01:00,1
2019-09-25 14:05:00,1
2019-09-25 14:12:00,1
2019-09-25 14:13:00,1
2019-09-25 14:25:00,1
2019-09-25 14:26:00,1
2019-09-25 14:27:00,3
2019-09-25 17:49:00,3
2019-09-25 17:50:00,2
2019-09-25 17:52:00,1
2019-09-25 17:54:00,1
2019-09-25 18:00:00,1
2019-09-25 18:01:00,1
2019-09-25 18:10:00,1
2019-09-25 18:12:00,1
2019-09-25 18:13:00,3
